translatedText,text
enweghi ike,instability
ejighị n'aka,instable
kpalie,instigate
onye kpaliri,instigator
ndị na -akpali,instigators
onye na -edochaghị anya,insubordinate
enweghị isi,insubstantial
enweghị isi,insubstantially
enweghi ike ime,insufferable
enweghị ike,insufferably
ezughi oke,insufficiency
ezughi oke,insufficient
ezughi oke,insufficiently
insular,insular
mkparị,insultingly
nke anaghi ekwe,insupportable
enweghị nkwado,insupportably
enweghị ike imeri,insurmountable
enweghị ike imeri,insurmountably
nnupụisi,insurrection
itinye ọnụ,intefere
inteferes,inteferes
siri ike,intense
igbochi,interfere
nnyonye anya,interference
na -egbochi,interferes
nkwụsịtụ,intermittent
nkwụsị,interruptions
na -emenye ụjọ,intimidatingly
anagideghi ihe,intolerable
anagideghi ihe,intolerablely
ekweghị ibe nọrọ,intolerance
mmanya na -egbu,intoxicate
na -enweghị mgbagha,intractable
ekweghị ekwe,intransigence
ekweghị ekwe,intransigent
gbaba,intrude
mbanye,intrusion
intrusive,intrusive
rijuo afọ,inundate
rikpuru,inundated
onye mwakpo,invader
adabaghi,invalid
imebi,invalidate
adighi ike,invalidity
mwakpo,invasive
onye na -eme ihe ike,invective
inveigle,inveigle
onye nzuzu,invidious
invidiously,invidiously
invidiousness,invidiousness
-adịghị ahụ anya,invisible
n'amaghị ama,involuntarily
achọghị ịma,involuntary
enweghị ike iwepụ,irascible
irate,irately
ire,ire
irk,irk
agbaji,irked
na -egwu egwu,irking
irks,irks
dị egwu,irksome
ihe nzuzu,irksomely
nzuzu,irksomeness
ihe ịtụnanya,irksomenesses
ihe ijuanya,ironical
n'ụzọ nzuzu,ironically
ihe ijuanya,ironies
enweghị mmasị,irragularity
enweghị uche,irrationalities
enweghị uche,irrationality
n'echeghị echiche,irrationally
ndị na -enweghị isi,irrationals
enweghị nkwekọrịta,irreconcilable
enweghị ike ịgbanwe,irrecoverable
enweghị mgbake,irrecoverableness
enweghị mgbanwe,irrecoverablenesses
enweghị mgbanwe,irrecoverably
enweghị ike ịgbagha agbagha,irredeemable
enweghị ike ịgbagha,irredeemably
enweghị mgbanwe,irreformable
oge ufodu,irregular
enweghi ike,irregularity
adịghị mkpa,irrelevance
adighi mkpa,irrelevant
enweghị atụ,irreparable
enweghị atụ,irreplacible
enweghị atụ,irrepressible
enweghi ike idozi,irresolvable
enweghi ezi uche,irresponsible
enweghị isi,irresponsibly
na -agba ume,irretating
nke a na -apụghị ịgbagha agbagha,irretrievable
mgbakasị,irritable
na -ewe iwe,irritably
na -ewe iwe,irritant
mgbakasị,irritation
mgbakasị,irritations
ikewapụ,isolate
nnọpụ iche,isolation
nke,issue
okwu,issues
oko,itch
itching,itching
jabber,jabber
jaded,jaded
jagged,jagged
jam,jam
na -egwu egwu,jarring
jaundiced,jaundiced
ekworo,jealously
ekworo,jealousness
ekworo,jealousy
ugboro,jeer
njakịrị,jeering
na -achị ọchị,jeeringly
njakịrị,jeers
tinye ihe egwu,jeopardize
egwu,jerky
jitter,jitter
jitters,jitters
jittery,jittery
igbu ọrụ,job-killing
enweghị ọrụ,jobless
egwuregwu,joke
onye egwuregwu,joker
jọrọ njọ,jolt
onye ikpe,judder
ikpe ikpe,juddering
ndị ikpe,judders
njakịrị,junk
junky,junky
ebe akwa,junkyard
juputara,jutter
jutters,jutters
ikpu,kaput
egbu egbu,killer
igbu ọjoyụ,killjoy
knave,knave
mma,knife
kụọ aka,knock
ejiri,knotted
kook,kook
kooky,kooky
enweghị,lacked
ego,lackey
ụmụ nsị,lackeys
enweghị,lacking
enweghị ụkọ,lackluster
enweghị,lacks
laconic,laconic
adighi ike,laggy
chụpụrụ,laid-off
nwa atụrụ,lambast
nwa atụrụ,lambaste
ngwere-ọbọgwụ,lame-duck
akwa arịrị,lament
na -akwa ákwá,lamentable
dị mwute,lamentably
dị larịị,languid
ịta ahụhụ,languish
nsogbu,languor
na -agwụ ike,languorous
na -agba ume,languorously
lanky,lanky
lapse,lapse
adabaghị,lapsed
lapses,lapses
onye ara ara,lascivious
akpatre,last-ditch
latency,latency
na -achị ọchị,laughable
na -achị ọchị,laughably
ihe ọchị,laughingstock
onye na -emebi iwu,lawbreaker
imebi iwu,lawbreaking
na -emebi iwu,lawless
mmebi iwu,lawlessness
chụọ,layoff
layoff-enwe obi ụtọ,layoff-happy
nchapu,leakage
likages,leakages
na -eri eri,leaking
ntapu,leaks
nchafu,leaky
lech,lech
lecher,lecher
lecherous,lecherous
ụlọ ọgwụ,lechery
leek,leech
lera,leer
leery,leery
ịdabere n'aka ekpe,left-leaning
oroma nkịrịsị,lemon
ogologo,lengthy
mepere emepe,less-developed
amachaghị nke ọma,lesser-known
ka ala,letch
na -egbu egbu,lethal
omume rụrụ arụ,lewd
omume rụrụ arụ,lewdly
omume rụrụ arụ,lewdness
ibu,liability
ji ugwo,liable
rụrụ arụ,licentious
n'ike,licentiously
ịkwa iko,licentiousness
ugha,lie
onye ụgha,lier
ụgha,lies
na-eyi ndụ egwu,life-threatening
adịghị ndụ,lifeless
oke,limit
adịghị ike,limitations
itu ukwu,limp
enweghị ndepụta,listless
amachaghị,little-known
lividly,lividly
asọpụrụ,loath
na -asọ oyi,loathly
na -asọ oyi,loathsome
na -asọ oyi,loathsomely
naanị,lone
owu ọmụma,loneliness
onye naanị ya,loner
Otee aka,long-time
ogologo oge,long-winded
na -achọsi ike,longingly
oghere,loophole
oghere,loopholes
ịkwakọrọ ihe,loot
lorn,lorn
ida,lose
ndị na -efu,losers
tụfuru,loses
mfu,losses
n'olu dara ụda,loud
dị ukwuu,louder
njakịrị,lousy
enweghị ịhụnanya,loveless
ịhụnanya,lovelorn
dị ala,low-rated
dị ala,lowly
nzuzu,ludicrous
njakịrị,ludicrously
lara ukeara,lukewarm
dị jụụ,lull
ukwu,lumpy
onye ara,lunaticism
nzuzu,lurch
rata,lure
nzuzu,lurid
ịgha ụgha,lying
macabre,macabre
onye ara,madden
na -agba ara,maddeningly
onye ara,madder
onye ara,madman
emezighị emezi,maladjusted
mmezigharị,maladjustment
oria,malady
ọrịa,malaise
afọ ojuju,malcontent
afọ ojuju,malcontented
nkọcha,maledict
ajọ omume,malevolence
na -eme ihe ọjọọ,malevolent
obi ọjọọ,malevolently
obi ojoo,malice
obi ojoo,malicious
n'obi ojoo,maliciously
obi ojoo,maliciousness
okwu ojoo,malign
dị njọ,malignant
rụrụ arụ,malodorous
mmeso ọjọọ,maltreatment
mangle,mangle
mangled,mangled
nwoke,mangles
na -amaja,mangling
mania,mania
maniac,maniac
nwoke aka ike,maniacal
manic,manic
megharia,manipulate
aghụghọ,manipulative
ndị aghụghọ,manipulators
mar,mar
pere mpe,marginal
na oke,marginally
martyrdom,martyrdom
ịchọ okwukwe,martyrdom-seeking
mashed,mashed
mgbuchapụ,massacre
mgbuchapụ,massacres
matte,matte
mmiri mmiri,mawkish
n'ụzọ dị egwu,mawkishly
mmụọ ọjọọ,mawkishness
ntakịrị,meager
nzuzu,meanness
gbasiri ike,measly
tinye onu,meddle
dị njọ,meddlesome
mediocre,mediocre
melodramatic,melodramatic
dị ụtọ,melodramatically
meltdown,meltdown
na -eyi egwu,menacing
na -eyi egwu,menacingly
mendacious,mendacious
mendacity,mendacity
dị ala,menial
onye na -emeghi ebere,merciless
n'emeghị ebere,mercilessly
ọgbaghara,messes
na -eme mkpọtụ,messing
imetosi,messy
midget,midget
miff,miff
agha,militancy
n'echeghị echiche,mindlessly
mirage,mirage
apịtị,mire
ezughị oke,misalign
emezughị,misaligned
ihe na -adabaghị,misaligns
aghọtaghị m,misapprehend
adabaghị,misbecome
adabaghị,misbecoming
emehiere,misbegotten
akparamagwa,misbehavior
mebie,miscalculate
ngụkọwakọ,miscalculation
iche iche,miscellaneous
onye ọjọọ,mischievous
n'ụzọ ọjọọ,mischievously
echiche na -ezighi ezi,misconception
echiche na -ezighị ezi,misconceptions
onye ọjọọ,miscreant
ndị ohi,miscreants
ntụzịaka,misdirection
miser,miser
nhụsianya,miserableness
n'ụzọ dị mwute,miserably
nhụsianya,miseries
aghụghọ,miserly
ekwesighi,misfit
ihe ojoo,misfortune
echiche na -adịghị mma,misgivings
nduhie,misguidance
duhie,misguide
hiere ụzọ,misguided
emezighị emezi,mishandle
ihe mberede,mishap
kọwahie,misinform
kọwahie nke ọma,misinterpret
ime mkpebi,misjudge
echiche na -ezighị ezi,misjudgment
duhie,mislead
na -eduhie,misleadingly
enweghị mmasị,mislike
njikwa,mismanage
ịkpọhie,mispronounce
akpọrọ aha,mispronounced
okwu ezighi ezi,mispronounces
agụhie,misreading
na -akọwahie,misrepresent
na -atụ uche,misses
nkọwa na -ezighi ezi,misstatement
alulu,mist
hiere ụzọ,mistakenly
ezighi ezi,mistified
nne ukwu,mistress
enweghị ntụkwasị obi,mistrust
enweghị ntụkwasị obi,mistrustful
enweghị ntụkwasị obi,mistrustfully
mgbo,mists
nghọtahie,misunderstandings
emezighi,misuse
moster,mobster
ịkwa emo,mockeries
ịkwa emo,mockery
na -akwa emo,mockingly
molest,molest
mmeko nwoke,molestation
dị egwu,monotonous
monotony,monotony
ogologo anụ,monster
monstrosities,monstrosities
monstrosity,monstrosity
egwu,monstrous
n'ụzọ dị egwu,monstrously
moot,moot
ọrịa,morbid
dị egwu,morbidly
dị larịị,mordant
mordantly,mordantly
moribund,moribund
moronic,moronic
morons,morons
nchepụta,mortification
mortified,mortified
mebie,mortify
na -egbu mgbu,mortifying
enweghị ngagharị,motionless
motley,motley
onye na -eru uju,mourner
na -eru uju,mournfully
nzuzu,muddle
apịtị,muddy
apịtị apịtị,mudslinger
apịtị apịtị,mudslinging
mulish,mulish
ịba ụba na polarization,multi-polarization
ihe efu,mundane
na -egbu ọchụ,murderously
anwuru,murky
akwara-ịgbatị,muscle-flexing
imi,mushy
musty,musty
ihe omimi,mysterious
ihe omimi,mysteriously
ihe omimi,mystery
omimi,mystify
nag,nag
na -ama jijiji,nagging
anabataghị ya,naively
wara wara,narrower
nastily,nastily
nastiness,nastiness
anụ olu,naughty
ọgbụgbọ,nauseate
ọgbụgbọ,nauseates
ọgbụgbọ,nauseating
na -egbu mgbu,nauseatingly
adịghị mma,nebulous
adịghị mma,nebulously
enweghị isi,needless
enweghị isi,needlessly
adịghị mma,nefarious
nefariously,nefariously
mebie,negate
mmechuihu,negation
ihe ojoo,negatives
nleghara anya,negligence
nleghara anya,negligent
nemesis,nemesis
onye iro,nepotism
ụjọ,nervousness
nettle,nettle
mara mma,nettlesome
akwara,neurotic
akwara,neurotically
niggle,niggle
niggles,niggles
nro nro,nightmare
nrọ abalị,nightmarish
na abali,nightmarishly
nitpick,nitpick
na -achọ,nitpicking
mkpọtụ,noise
mkpọtụ,noises
na -eme uzu,noisier
enweghị ntụkwasị obi,non-confidence
adịghị adị,nonexistent
anaghị anabata,nonresponsive
ama ama,notoriety
ama ama,notoriously
egwu,noxious
nsogbu,nuisance
ibu oke ibu,obese
ihe,object
mkpesa,objection
ekwenyeghi,objectionable
mkpesa,objections
oblique,oblique
echefughị echefu,oblivious
na -asọ oyi,obnoxiously
rụrụ arụ,obscenely
ihe rụrụ arụ,obscenity
aghugho,obscure
ekpuchie,obscured
na -ekpuchi,obscures
ochichiri,obscurity
na -atụ egwu,obsess
na -atụ egwu,obsessive
na -atụ egwu,obsessively
ịtụ egwu,obsessiveness
isi ike,obstinately
igbochi,obstruct
egbochiri,obstructed
na -egbochi,obstructing
mgbochi,obstruction
na -egbochi,obstructs
obtrusive,obtrusive
obtuse,obtuse
mkpọchi,occlude
agbachiri,occluded
na -emechi,occludes
mgbachi,occluding
isi ísì,odder
odighi nma,oddest
ndiiche,oddities
ihe nzuzu,oddity
ihe nzuzu,oddly
isi,odor
mmejọ,offence
mmejọ,offenses
mkpasu iwe,offensive
mkpasu iwe,offensively
mkpasu iwe,offensiveness
na -akpasu iwe,officious
jọgburu onwe ya,ominous
dị egwu,ominously
omfu,omission
hapụ,omit
otu akụkụ,one-sided
dị egwu,onerous
na -achọsi ike,onerously
mwakpo,onslaught
echiche,opinionated
onye mmegide,opponent
onye nwere ohere,opportunistic
emegide,oppose
mmegide,opposition
mmegide,oppositions
mmegbu,oppress
mmegbu,oppression
mmegbu,oppressively
mmegbu,oppressiveness
ndị mmegbu,oppressors
ahuhu,ordeal
nwa mgbei,orphan
kewapụ,ostracize
ntiwapụ,outbreak
oké iwe,outburst
oké iwe ọkụ,outbursts
onye ajuru aju,outcast
onye omekome,outlaw
dịpụrụ adịpụ,outmoded
oke iwe,outrageous
oke iwe,outrageously
arụrụala,outrageousness
iwe,outrages
onye ala ọzọ,outsider
emechara ihe,over-acted
karịrị akarị,over-awe
karịrị akarị,over-balanced
karịrị akarị,over-hyped
karịrị ọnụ ahịa,over-priced
karịrị ọnụ ahịa,over-valuation
na -emebiga ihe ókè,overact
overaged,overacted
overawe,overawe
overbalance,overbalance
enweghị oke,overbalanced
na -achị oke,overbearing
na -akpachapụ anya,overbearingly
overblown,overblown
gafere,overdo
agafeela,overdone
igafeela,overdue
karịrị akarị,overemphasize
ikpo oke ọkụ,overheat
overkill,overkill
karịrị akarị,overloaded
eleghara anya,overlook
akwụrụ ụgwọ,overpaid
kwụrụ ụgwọ,overpayed
overplay,overplay
ike karịrị akarị,overpower
dị oke ọnụ,overpriced
karịrị akarị,overrated
mwepu,overreach
gafere,overrun
kpuchie,overshadow
nlekọta,oversight
nlekọta,oversights
karịrị akarị,oversize
ikwubiga okwu ókè,overstate
ikwubiga okwu ókè,overstated
na -ekwubiga okwu ókè,overstates
ịtụ ụtụ isi,overtaxed
kwatuo,overthrow
akwatu,overthrows
tugharia,overturn
karịrị akarị,overwhelm
karịrị akarị,overwhelmed
karịrị akarị,overwhelming
karịrị akarị,overwhelmingly
karịrị akarị,overwhelms
anyaụfụ,overzealous
gabiga ókè,overzealously
karịrị akarị,overzelous
na -egbu mgbu,painful
na -egbu mgbu,painfull
na -egbu mgbu,painfully
ihe mgbu,pains
icha mmirimmiri,pale
icha mmirimmiri,pales
dị larịị,paltry
pan,pan
pandemonium,pandemonium
pander,pander
na -ata ahụhụ,pandering
panders,panders
egwu,panick
na -atụ ụjọ,panicking
panicky,panicky
enweghị atụ,paradoxical
n'ụzọ dị egwu,paradoxically
kpọnwụọ,paralize
kpọnwụrụ akpọnwụ,paralyzed
mkparị,paranoia
mkparị,paranoid
parasaiti,parasite
pariah,pariah
egwu,parody
ile mmadụ anya n'ihu,partiality
onye otu,partisan
ndị otu,partisans
ngafe,passe
ngafe,passiveness
ọmịiko,pathetically
patronize,patronize
adịghị ike,paucity
ogbenye,pauper
ndị ogbenye,paupers
nkwụghachi azụ,payback
pụrụ iche,peculiar
pụrụ iche,peculiarly
pedantic,pedantic
bee,peeled
peeve,peeve
peepe,peeved
peevish,peevish
dị mkpụmkpụ,peevishly
taa ahụhụ,penalize
na -asọ oyi,perfidious
ịdị nkọ,perfidity
na -arụ ọrụ,perfunctory
dị egwu,perilous
dị egwu,perilously
laa n'iyi,perish
ihe ojoo,pernicious
mgbagwoju anya,perplex
mgbagwoju anya,perplexing
mgbagwoju anya,perplexity
mkpagbu,persecution
na -agbasi ike,pertinacious
n'ụzọ ziri ezi,pertinaciously
ịdị n'otu,pertinacity
nsogbu,perturb
juru ebe niile,pervasive
gbagọrọ agbagọ,perverse
n'ụzọ gbagọrọ agbagọ,perversely
gbagọrọ agbagọ,perversion
gbagọrọ agbagọ,perversity
agbagọ,pervert
agbagọ,perverted
agbagọ,perverts
enweghị atụ,pessimistically
pesti,pest
ọrịa,pestilent
petirit,petrify
pettifog,pettifog
obere,petty
egwu,phobia
egwu,phony
pịketị,picket
eburu,picketed
na -egwu egwu,picketing
pickets,pickets
nke na -amị amị,picky
ezi,pig
ezi,pigs
ịkwakọrọ ihe,pillage
ohiri isi,pillory
imi,pimple
tuo,pinch
ihe omumu,pitiable
obi ebere,pitiful
n'ụzọ dị mwute,pitifully
enweghị obi ebere,pitiless
enweghị obi ebere,pitilessly
nkwụsị,pittance
Ịkwụ ụgwọ,plagiarize
ihe otiti,plague
plasticky,plasticky
ihe egwuregwu,plaything
arịrịọ,plea
arịrịọ,pleas
onye plebeian,plebeian
nsogbu,plight
ibé,plot
ndị na -akpa nkata,plotters
aghụghọ,ploy
kwakọrọ ihe,plunder
onye ohi,plunderer
enweghi isi,pointless
enweghị isi,pointlessly
nsi,poisonous
nsi,poisonously
obere akpa,pokey
poky,poky
polarization,polarisation
polemize,polemize
mmetọ,polution
dị mpako,pompous
adịghị mma,poorly
na -atụgharị,posturing
mpụta,pout
prate,prate
pratfall,pratfall
obere ihe,prattle
nsogbu,precarious
na mberede,precariously
ịkpali,precipitate
osooso,precipitous
eri anụ,predatory
nsogbu,predicament
kpebie,prejudge
ajọ mbunobi,prejudice
ajọ mbunobi,prejudices
ajọ mbunobi,prejudicial
buru ụzọ mee atụmatụ,premeditated
na -echegbu onwe ya,preoccupy
ihe efu,preposterous
na -enweghị isi,preposterously
nganga,presumptuous
nganga,presumptuously
aghụghọ,pretence
aghụghọ,pretense
aghụghọ,pretentious
n'atụghị egwu,pretentiously
dị iche,prevaricate
ọnụ,pricey
ọnụ ọnụ,pricier
prickle,prickle
ntụpọ,prickles
nganga,prideful
prik,prik
oge gboo,primitive
nsogbu,problematic
na -eyigharị ihe,procrastinate
na -eyigharị ihe,procrastinates
iyigharị ihe,procrastination
rụrụ arụ,profane
okwu rere ure,profanity
machibido,prohibit
machibidoro iwu,prohibitive
na -egbochi,prohibitively
mgbasa ozi,propagandize
onye nwe ụlọ,proprietary
Mkpesa,protested
ogologo oge,protracted
mkpasu iwe,provocation
na -akpali agụụ mmekọahụ,provocative
mkpisi,pry
dị oke egwu,pugnacious
pugnaciously,pugnaciously
ịdị uchu,pugnacity
ntụmadị,punch
ntaramahụhụ,punishable
punk,punk
ntụpọ,puny
nwa bebi,puppet
nwa bebi,puppets
ihe mgbagwoju anya,puzzlement
mgbagwoju anya,puzzling
quack,quack
kwudo,qualm
nsogbu,qualms
mgbagwoju anya,quandary
esemokwu,quarrel
na -ese okwu,quarrellous
na -ese okwu,quarrellously
na -ese okwu,quarrels
na -ese okwu,quarrelsome
kwụọ ụgwọ,quash
dị egwu,queer
nsogbu,quibble
ihe mgbagwoju anya,quibbles
iwepu,quitter
enweghị isi,rabid
racy,racy
radikal,radical
radicalization,radicalization
kpam kpam,radically
radicals,radicals
adọka,ragged
na -ewe iwe,raging
okporo ígwè,rail
raked,raked
mwakpo,rampage
jupụtara ebe nile,rampant
ramphackle,ramshackle
iwe,rancor
enweghị usoro,randomly
ọkwa,rankle
rated,ranted
na -achị ọchị,ranting
na -agba ọsọ,rantingly
n'ike,raped
n'ike,raping
nzuzu,rascal
ndị nzuzu,rascals
mkpọtụ,rattle
gbawara,rattled
mkpọtụ,rattles
mbibi,ravage
na -egwu egwu,raving
mmeghachi omume,reactionary
onye nnupu isi,rebellious
kọwaa,rebuff
bara mba,rebuke
recalcitrant,recalcitrant
recant,recant
nlaazu,recessionary
n'echebaraghị ya echiche,recklessly
akpachapụghị anya,recklessness
gbakee,recoil
na -agbake,recourses
redundancy,redundancy
ejighi oru,redundant
ịjụ,refusal
jụ,refuses
mgbagha,refutation
gbaghaa,refute
gbaghaara,refuted
agbagha,refutes
ịgbagha,refuting
ịlaghachi azụ,regress
nlọghachi azụ,regression
nlọghachi azụ,regressive
kwara mmakwaara,regreted
na -akwa ụta,regretfully
na -akwa ụta,regrettable
ọ dị nwute,regrettably
ojuju,rejection
nlọghachi azụ,relapse
n'akwụsịghị akwụsị,relentlessly
adighi ike,relentlessness
ekweghiekwe,reluctance
ekweghiekwe,reluctant
ekweghiekwe,reluctantly
na -akwa ụta,remorseful
na -akwa ụta,remorsefully
enweghị mgbaghara,remorseless
enweghị mgbaghara,remorselessly
enweghị nchegharị,remorselessness
jụ,renounce
renunciation,renunciation
ichughachiazu,repel
ugboro ugboro,repetitive
nke ịta ụta,reprehensible
n'ụzọ ịta ụta,reprehensibly
nkọcha,reprehension
zuru oke,reprehensive
gbuo,repress
ịda,repression
mmegbu,repressive
mba,reprimand
nkọcha,reproach
na -akọcha,reproachful
ba mba,reprove
n'ịba mba,reprovingly
jụ,repudiate
ịjụ,repudiation
na -asọ oyi,repugn
nlelị,repugnance
na -asọ oyi,repugnant
na -asọ oyi,repugnantly
na -asọ oyi,repulsing
na -asọ oyi,repulsive
na -asọ oyi,repulsively
na -asọ oyi,repulsiveness
iwe iwe,resent
iwe,resentment
arụkwaghịm,resignation
nguzogide,resistance
erughị ala,restlessness
na -egbochi,restrictive
na -ebilite,resurgent
imegwara,retaliate
mmegwara,retaliatory
nkwarụ,retardedness
nlọghachi azụ,retards
na -ala azụ,reticent
ndọghachi azụ,retract
ichighaazu,retreated
na -abọ ọbọ,revengefully
biaghachi,revert
mkparị,revile
ekwutọ,reviled
kagbuo,revoke
nnupụisi,revolt
na -enughari,revolting
na -agbagharị agbagharị,revoltingly
ntughari,revulsion
na -asọ oyi,revulsive
rhapsodize,rhapsodize
okwu mkparị,rhetoric
okwu mkparị,rhetorical
onye na -eri nri,ricer
ịkwa emo,ridicule
ịkwa emo,ridicules
ịkwa emo,ridiculously
zuru oke,rife
nkewa,rift
ntụpọ,rifts
isiike,rigid
isiike,rigidity
isi ike,rigidness
rile,rile
gbawara,riled
dọwara,rip
dọkapụ,rip-off
dọkapụ,ripoff
dọwara,ripped
dị ize ndụ,risky
onye na -ama aka,rival
ịma aka,rivalry
mkpọchi ụzọ,roadblocks
okwute,rocky
onye aghụghọ,rogue
igwe na-agba okirikiri,rollercoaster
ire ure,rot
rere ure,rotten
ike ike,rough
enwere ike idozi ya,rremediable
mkpofu,rubbish
mkparị,rude
rue,rue
rufian,ruffian
ruffle,ruffle
mbibi,ruinous
na -amaja,rumbling
asịrị,rumor
asịrị,rumors
asịrị,rumours
mkpọtụ,rumple
gbatuo,run-down
gbapụ ọsọ,runaway
mgbawa,rupture
nchara,rust
nchara,rusts
nke imeobodo,rusty
rut,rut
obi tara mmiri,ruthless
obi tara mmiri,ruthlessly
obi tara mmiri,ruthlessness
ruts,ruts
akpa,sack
chụọ àjà,sacrificed
mwute,sadness
sag,sag
sagged,sagged
na -amaba,sagging
saggy,saggy
sags,sags
dị ụtọ,salacious
dị nsọ,sanctimonious
sap,sap
okwu mkparị,sarcasm
njakịrị,sarcastically
sardonic,sardonic
n'eleghị anya,sardonically
sass,sass
satirical,satirical
satirize,satirize
obi tara mmiri,savage
egburu,savaged
anụ ọhịa,savagery
anụ ọhịa,savages
ntụpọ,scaly
mebie,scandalize
asịrị,scandalized
scandalously,scandalously
asịrị,scandel
asịrị,scandels
adịchaghị,scant
iberibe,scar
ụkọ,scarce
o siri ike,scarcely
ụkọ,scarcity
egwu,scarier
egwu,scariest
egwu,scarily
atapịa,scarred
scars,scars
na -agbasasị,scathing
na -agbasi ike,scathingly
akwa emo,scoff
ịkwa emo,scoffingly
katọrọ,scolded
ịba mba,scolding
na -aba mba,scoldingly
na -ere ọkụ,scorching
na -ere ọkụ,scorchingly
njakịrị,scornfully
onye njo,scoundrel
ihe otiti,scourge
scowl,scowl
mgbawa,scramble
na -agbagharị,scrambled
ọgba aghara,scrambles
na -ama jijiji,scrambling
nchapu,scrap
ọkọ,scratch
kpụchara akpụcha,scratched
ncha,scratches
ọkọcha,scratchy
screech,screech
tụgharịa,screw-up
akpụ akpụ,screwed-up
nzuzu,screwy
mgba,scuff
scuffs,scuffs
unyi,scum
nke njo,scummy
klas nke abụọ,second-class
ọkwa nke abụọ,second-tier
nzuzo,secretive
ịnọ otu ebe,sedentary
dị nro,seedy
sie,seethe
na -agba ume,seething
njide onwe onye,self-coup
nkatọ onwe onye,self-criticism
njide onwe onye,self-defeating
na-ebibi onwe ya,self-destructive
mmechuihu nke onwe,self-humiliation
ọdịmma onwe onye,self-interest
mmasị onwe onye,self-interested
ịchọ ọdịmma onwe onye,self-serving
enweghị mmasị,selfinterested
ịchọ ọdịmma onwe onye,selfishly
ọkara azụ,semi-retarded
senile,senile
na -atụgharị uche,sensationalize
nzuzu,senseless
enweghị uche,senselessly
ịdị mkpa,seriousness
ozizi,sermonize
ohu,servitude
melite,set-up
ndọghachi azụ,setback
ndọghachi azụ,setbacks
sever,sever
ogo,severity
sh*t,sh*t
ihe nzuzu,shabby
onyinyo,shadowy
ndo,shady
ịma jijiji,shake
emighị emi,shallow
ihere,sham
na -ama jijiji,shambles
ihe ihere,shamefully
ihere,shamefulness
ihere,shameless
emeghị ihere,shamelessly
emeghi ihere,shamelessness
akụm,shark
n'ike,sharply
gbajie,shatter
nwanyi,shemale
na -enwu enwu,shimmer
shimmy,shimmy
ụgbọ mmiri kpuru,shipwreck
shirk,shirk
shirker,shirker
ịma jijiji,shiver
na -awụ akpata oyi n'ahụ,shockingly
shoddy,shoddy
dị mkpụmkpụ,short-lived
mgbanwe mgbanwe,shortchange
adịghị ike,shortcoming
adịghị ike,shortcomings
mkpụmkpụ,shortness
elepụghị anya,shortsighted
elepụghị anya,shortsightedness
ngosi,showdown
iti mkpu,shriek
ujo,shrill
dị egwu,shrilly
na -akpọnwụ,shrivel
mkpuchi,shroud
kpuchie,shrouded
gbuo,shrug
zere,shun
zere,shunned
na -arịa ọrịa,sicken
na -arịa ọrịa,sickening
na -arịa ọrịa,sickeningly
na -arịa ọrịa,sickly
ọrịa,sickness
wezuga onwe ya,sidetrack
dọpụrụ uche,sidetracked
nnọchibido,siege
sillily,sillily
dị mfe,simplistic
n'ụzọ dị mfe,simplistically
mmehie,sin
na nmehie,sinfully
ihe ojoo,sinister
n'adịghị njọ,sinisterly
imi,sink
na -emikpu,sinking
ọkpụkpụ,skeletons
obi abụọ,skeptically
nka,sketchy
skimpy,skimpy
tara ahu,skinny
skittish,skittish
n'egbughị oge,skittishly
skulk,skulk
umengwụ,slack
nkwutọ,slander
onye nkwutọ,slanderer
nkwutọ,slanderous
nkwutọ,slanderously
nkwutọ,slanders
tie aka,slap
ogbugbu,slaughter
gburu,slaughtered
ohu,slave
ndị ohu,slaves
dị nro,sleazy
slime,slime
slog,slog
slogged,slogged
slogging,slogging
slogs,slogs
slooooooooooooooo,sloooooooooooooow
sloooow,sloooow
slooow,slooow
sloow,sloow
dị nwayọ,sloppily
slopi,sloppy
nzuzu,sloth
onye umengwụ,slothful
jiri nwayọ,slow
na-eji nwayọ nwayọ,slow-moving
jiri nwayọ,slowed
Jiri Nwayọọ,slower
jiri nwayọ nwayọ,slowest
jiri nwayọ,slowly
jiri nwayọọ,sloww
slowww,slowww
slowwww,slowwww
slug,slug
mwepu,slump
na -ada,slumping
na -ehi ụra,slumpping
slur,slur
ndị dara ogbenye,sluts
nzuzu,sly
malite,smack
pere mpe,smallish
gbajie,smash
isi,smell
isi,smelled
na -esi isi,smelling
na -esi isi,smells
na -esi isi,smelly
gbazee,smelt
anwụrụ ọkụ,smoke
ihuenyo anwụrụ ọkụ,smokescreen
anwụrụ ọkụ,smolder
anwụrụ ọkụ,smoldering
ịkụda,smother
anwụrụ ọkụ,smoulder
anwụrụ ọkụ,smouldering
smudge,smudge
smudged,smudged
smudges,smudges
na -amakụ,smudging
zuo ike,smug
dị nro,smugly
akụ,smut
dị ụtọ,smuttier
kacha mma,smuttiest
dị mkpụmkpụ,smutty
snag,snag
snagged,snagged
snagging,snagging
snags,snags
gbajie,snappish
ngwa ngwa,snappishly
ọnyà,snare
snarky,snarky
snara,snarl
sinik,sneak
sneakily,sneakily
njakịrị,sneer
njakịrị,sneering
njakịrị,sneeringly
mkpu,snob
njakịrị,snobbish
njakịrị,snobby
mpako,snobish
snobs,snobs
so-cal,so-cal
ncha,soapy
nwuo,sob
anya doro,sober
na -eche echiche,sobering
arịrịọ,solicitude
