word,machine_translation,human_translation,machine_translation_updated
abrogate,shafe,NA,shafe
abscess,ƙurji,NA,ƙurji
absent,babu,NA,babu
absenteeism,rashin halarta,NA,rashin halarta
abundance,yawa,NA,yawa
accusative,zargi,NA,zargi
accuser,mai zargi,NA,mai zargi
acid,acid,guba,guba
actionable,actionable,mai aikatuwa,mai aikatuwa
adder,adda,mugun maciji,mugun maciji
addiction,jaraba,NA,jaraba
adipose,adipose,na kitsen jiki,na kitsen jiki
adjudicate,yanke hukunci,NA,yanke hukunci
adrift,m,kuskurewa,kuskurewa
adultery,zina,NA,zina
aftermath,bayan,NA,bayan
aftertaste,dandanawa,NA,dandanawa
agitated,tashin hankali,NA,tashin hankali
agitation,tashin hankali,NA,tashin hankali
airs,airs,ya/ta ayyana,ya/ta ayyana
alcoholism,shaye -shaye,NA,shaye -shaye
alien,dan hanya,NA,dan hanya
alimony,alimony,kudin sakin aure,kudin sakin aure
amnesia,amnesia,ciwon mantuwa,ciwon mantuwa
amphetamines,amphetamines,kwaya mai zaburarwa,kwaya mai zaburarwa
anaconda,anaconda,kasa,kasa
anal,dubura,NA,dubura
anathema,tsinema,kin wani ko tsana,kin wani ko tsana
ancient,tsoho,NA,tsoho
angina,angina,ciwo da ga saman jiki,ciwo da ga saman jiki
angling,angling,wasan kamun kifi,wasan kamun kifi
animus,animus,kiyayya,kiyayya
annihilated,halaka,NA,halaka
annul,soke,NA,soke
annulment,sokewa,NA,sokewa
anonymous,wanda ba a san shi ba,NA,wanda ba a san shi ba
anthrax,anthrax,ciwon haukan dabbobi,ciwon haukan dabbobi
antichrist,maƙiyin Kristi,NA,maƙiyin Kristi
antisocial,mai son zaman jama'a,mai kin cudanya da jama'a,mai kin cudanya da jama'a
antithesis,antithesis,kishiya,kishiya
apache,apache,indiyawa yan kama wuri zauna a turai,indiyawa yan kama wuri zauna a turai
aphid,aphid,kwari masu santsin jiki,kwari masu santsin jiki
appendicitis,appendicitis,kabar ciki,kabar ciki
appropriation,kasafi,tsarawa,tsarawa
argue,jayayya,NA,jayayya
argument,jayayya,NA,jayayya
arid,m,kunci,kunci
armaments,makamai,NA,makamai
armed,dauke da makamai,NA,dauke da makamai
arraignment,gurfanarwa,NA,gurfanarwa
arrears,bashi,NA,bashi
arsenic,arsenic,sinadarin guba mai toka-toka,sinadarin guba mai toka-toka
arson,ƙonawa,NA,ƙonawa
artillery,manyan bindigogi,NA,manyan bindigogi
ash,toka,NA,toka
ashes,toka,NA,toka
assailant,maharin,NA,maharin
astringent,astringent,maganin da ke kyafar da fata ko rauni,maganin da ke kyafar da fata ko rauni
asylum,mafaka,NA,mafaka
atheism,rashin yarda da Allah,NA,rashin yarda da Allah
atherosclerosis,atherosclerosis,toshe hanyar jini,toshe hanyar jini
attenuated,ya rage,NA,ya rage
attenuation,attenuation,ragewa,ragewa
austerity,tsantseni,NA,tsantseni
autopsy,gawa,NA,gawa
avenger,mai ɗaukar fansa,NA,mai ɗaukar fansa
avoidance,kaucewa,NA,kaucewa
awry,wahala,NA,wahala
babbling,babbling,magana bada-bada kamar ta yara,magana bada-bada kamar ta yara
baboon,biri,NA,biri
backwards,baya,NA,baya
backwater,ruwan baya,NA,ruwan baya
bacteria,kwayoyin cuta,NA,kwayoyin cuta
bacterium,kwayan cuta,NA,kwayan cuta
badger,baja,addaba,addaba
badness,mugunta,NA,mugunta
bailiff,ma'aikacin kotu,NA,ma'aikacin kotu
bale,bale,nannadewa,nannadewa
balm,balm,man zafi na fata,man zafi na fata
bandit,ɗan fashi,NA,ɗan fashi
bang,bang,bugawa,bugawa
banger,banger,mai bugawa,mai bugawa
banished,kore,NA,kore
bankruptcy,fatara,NA,fatara
banshee,banshee,aljanar mace a tatsuniya,aljanar mace a tatsuniya
barb,barb,kaifin karfen fatsa,kaifin karfen fatsa
barbarism,dabbanci,NA,dabbanci
bark,haushi,NA,haushi
barred,an hana,NA,an hana
barricade,shinge,NA,shinge
batter,batter,Wahalarwa,Wahalarwa
battery,baturi,NA,baturi
battled,yaƙi,NA,yaƙi
battlefield,fagen fama,NA,fagen fama
bawdy,bawdy,batsa,batsa
bayonet,bayonet,kaifi,kaifi
bearer,mai ɗaukar kaya,NA,mai ɗaukar kaya
beast,dabba,NA,dabba
befall,bugawa,NA,bugawa
behemoth,behemoth,babba,babba
beholden,duba,NA,duba
belt,bel,NA,bel
bender,bender,mai lankwasa,mai lankwasa
bier,makara,NA,makara
bigot,girman kai,NA,girman kai
bigoted,mai girman kai,NA,mai girman kai
bile,bile,dacin rai,dacin rai
biopsy,biopsy,cire wani sashin na jiki,cire wani sashin na jiki
birch,birch,duka a duwawu da bulala,duka a duwawu da bulala
birthplace,wurin haifuwa,wurin haihuwa,wurin haihuwa
bite,cizo,NA,cizo
black,baki,NA,baki
blackjack,wasan blackjack,wasan karta,wasan karta
blackness,baki,NA,baki
blast,fashewa,NA,fashewa
blaze,wuta,NA,wuta
blight,cuta,NA,cuta
blighted,blighted,cuta,cuta
blinded,makafi,makaho,makaho
blindly,makafi,a makance,a makance
blindness,makanta,NA,makanta
blob,toshe,NA,toshe
blockade,toshewa,NA,toshewa
blot,goge,NA,goge
blower,abun hurawa,mai hurawa,mai hurawa
blowout,fashewa,NA,fashewa
blues,blues,shuwada,shuwada
bluff,bluff,yaudara,yaudara
blush,kunya,NA,kunya
boast,alfahari,NA,alfahari
boasting,alfahari,NA,alfahari
bog,bogi,kasa mai danshi,kasa mai danshi
boilerplate,tukunyar jirgi,NA,tukunyar jirgi
bombed,bam,NA,bam
bonds,shaidu,NA,shaidu
boo,boo,kin yarda,kin yarda
booby,bugu,NA,bugu
bookworm,littafin littafi,mai nacin karatu,mai nacin karatu
booze,barasa,NA,barasa
borrower,mai aro,NA,mai aro
bottom,kasa,NA,kasa
bound,daure,NA,daure
bout,fadan,NA,fadan
bovine,bovine,halin shanu,halin shanu
boy,yaro,NA,yaro
brag,yin alfahari,NA,yin alfahari
brandy,brandy,barasa mai karfi,barasa mai karfi
brawl,faɗa,NA,faɗa
breakneck,karya,NA,karya
brigade,brigade,rundunar sojoji,rundunar sojoji
broadside,fadin,NA,fadin
broil,broil,daukar zafi,daukar zafi
brothel,gidan karuwai,NA,gidan karuwai
brunt,rauni,NA,rauni
buck,buk,kalubalanta,kalubalanta
buffet,abinci,NA,abinci
bugaboo,buguwa,NA,buguwa
bulbous,bulbous,lukuti,lukuti
bureaucracy,tsarin mulki,NA,tsarin mulki
bureaucrat,ma'aikaci,NA,ma'aikaci
burglar,ɓarawo,NA,ɓarawo
burglary,sata,NA,sata
burial,binnewa,NA,binnewa
buried,binne,NA,binne
burke,burki,mutumin banza,mutumin banza
burnt,konewa,NA,konewa
busted,busted,tarwatsa,tarwatsa
butt,gindi,duwawu,duwawu
buzzed,buzzed,shan barasa,shan barasa
cabal,cabal,gungu,gungu
cacophony,cacophony,sauti mai rudani,sauti mai rudani
cad,cad,mutum mai rashin girmama mata,mutum mai rashin girmama mata
cadaver,gawa,NA,gawa
cage,keji,NA,keji
calculating,lissafi,NA,lissafi
calls,kira,kiraye-kiraye,kiraye-kiraye
campaigning,kamfen,NA,kamfen
canker,kankara,kwayar cuta,kwayar cuta
cannibalism,cin naman mutane,NA,cin naman mutane
cannon,igwa,NA,igwa
captive,fursuna,NA,fursuna
captivity,zaman talala,NA,zaman talala
captor,mai kamawa,NA,mai kamawa
capture,kamawa,NA,kamawa
carcass,gawa,NA,gawa
carcinoma,ciwon daji,NA,ciwon daji
cardiomyopathy,cardiomyopathy,ciwon jijiyoyin zuciya,ciwon jijiyoyin zuciya
caries,caries,yana dauka,yana dauka
carnal,jiki,NA,jiki
carnivorous,mai cin nama,NA,mai cin nama
cartel,katako,yarjejeniyar kamfanunuwa,yarjejeniyar kamfanunuwa
case,hali,NA,hali
casket,akwati,akwatin gawa,akwatin gawa
caste,caste,gadon wata dabi'a a dangi,gadon wata dabi'a a dangi
cataract,cataract,kwantiragi,kwantiragi
catheter,catheter,bututun zuke ruwa daga ciki ko mafitsara,bututun zuke ruwa daga ciki ko mafitsara
caution,taka tsantsan,NA,taka tsantsan
cede,cede,mika mulki ko iko,mika mulki ko iko
celebrity,shahararre,NA,shahararre
cemetery,makabarta,NA,makabarta
cess,cice,haraji,haraji
cessation,dainawa,NA,dainawa
chafing,haushi,NA,haushi
charade,kawance,NA,kawance
chargeable,mai caji,NA,mai caji
charmed,fara'a,NA,fara'a
chase,bi,NA,bi
chatty,hira,NA,hira
cheesecake,cuku,cukui,cukui
chicane,chicane,kwana-Kwana,kwana-Kwana
chloroform,chloroform,sinadari,sinadari
cholera,kwalara,NA,kwalara
chop,sara,ci,ci
cigarette,taba,NA,taba
circumvention,dawafi,NA,dawafi
clashing,karo,NA,karo
claw,faratu,NA,faratu
cloister,cloister,zagayyen lambu,zagayyen lambu
cloudiness,girgije,NA,girgije
clump,dunkule,NA,dunkule
cocaine,hodar iblis,NA,hodar iblis
coffin,akwatin gawa,NA,akwatin gawa
coldness,sanyi,NA,sanyi
colic,colic,ciwon cikin jarirai,ciwon cikin jarirai
coma,coma,dogon suma,dogon suma
comatose,comatose,fita hayyaci,fita hayyaci
combatant,mayaƙi,NA,mayaƙi
committal,alkawari,NA,alkawari
communism,kwaminisanci,NA,kwaminisanci
communist,dan gurguzu,NA,dan gurguzu
competition,gasa,NA,gasa
complexed,hadaddun,NA,hadaddun
complexity,sarkakiya,NA,sarkakiya
complicate,rikitarwa,NA,rikitarwa
complicity,haɗin kai,NA,haɗin kai
compost,takin,takin garagajiya,takin garagajiya
compulsory,tilas,NA,tilas
conceal,boye,NA,boye
concealed,boye,NA,boye
concealment,boyewa,NA,boyewa
concussion,tashin hankali,NA,tashin hankali
confine,tsare,NA,tsare
confinement,tsarewa,NA,tsarewa
confiscate,kwace,NA,kwace
confiscation,kwacewa,NA,kwacewa
conflagration,ƙonewa,NA,ƙonewa
conjuring,conjuring,rufa-ido ko,rufa-ido ko
conquest,cin nasara,NA,cin nasara
constipation,maƙarƙashiya,NA,maƙarƙashiya
constrain,takura,NA,takura
constraint,ƙuntatawa,NA,ƙuntatawa
contraband,haramtattun kayayyaki,NA,haramtattun kayayyaki
contracted,kwangila,NA,kwangila
contrary,akasin haka,NA,akasin haka
contrasted,ya bambanta,NA,ya bambanta
contravention,sabawa doka,NA,sabawa doka
convict,mai laifi,NA,mai laifi
conviction,yakini,NA,yakini
coop,cop,keji,keji
copy,kwafi,NA,kwafi
copycat,kwafin kwafi,NA,kwafin kwafi
coroner,coroner,kwana,kwana
corporal,kofur,NA,kofur
correction,gyara,NA,gyara
cough,tari,NA,tari
counsellor,mai ba da shawara,NA,mai ba da shawara
coursing,coursing,wasan kamun dabbobi,wasan kamun dabbobi
covet,kwadayi,NA,kwadayi
cowardice,matsorata,NA,matsorata
cracking,fashewa,NA,fashewa
crank,crank,mutum mai saurin fushi,mutum mai saurin fushi
crawl,ja jiki,NA,ja jiki
crazed,hauka,NA,hauka
creature,halitta,NA,halitta
criminality,laifi,NA,laifi
crisp,kintsattse,NA,kintsattse
cross,giciye,NA,giciye
crouching,kwanciya,NA,kwanciya
cruciate,giciye,NA,giciye
crucifixion,giciye,NA,giciye
crunch,crunch,tilasta yanke hukunci,tilasta yanke hukunci
crusade,yaƙin neman zaɓe,NA,yaƙin neman zaɓe
crusty,m,matashi mara gida,matashi mara gida
crypt,kuka,boyayyen gurin binne gawa,boyayyen gurin binne gawa
cuckold,cuckold,mijin kwartuwa,mijin kwartuwa
cuckoo,kukku,Mahaukaci,Mahaukaci
cull,cull,kashe namun daji,kashe namun daji
culpability,laifi,NA,laifi
cult,ibada,NA,ibada
cunning,wayo,NA,wayo
cupping,cupping,magani da jera kofuna a jiki mutum,magani da jera kofuna a jiki mutum
cur,cur,firgitaccen mutum,firgitaccen mutum
cursing,la'anta,NA,la'anta
cursory,la'anci,NA,la'anci
cutter,abun yanka,NA,abun yanka
cyanide,cyanide,ruwan gishiri,ruwan gishiri
cyclone,guguwa,NA,guguwa
cyst,mafitsara,NA,mafitsara
cytomegalovirus,cytomegalovirus,kwayar cuta,kwayar cuta
dabbling,dabbling,shiga a dama da kai,shiga a dama da kai
daemon,aljannu,NA,aljannu
daft,daft,wawa,wawa
dagger,wuka,diga,diga
dandruff,dandruff,amosanin kai,amosanin kai
dandy,dandy,mai kyau,mai kyau
dashed,fashe,NA,fashe
deactivate,kashewa,NA,kashewa
debris,tarkace,NA,tarkace
debtor,bashi,NA,bashi
deceased,mamaci,NA,mamaci
declination,raguwa,NA,raguwa
decomposition,bazuwar,NA,bazuwar
decrease,raguwa,NA,raguwa
deduct,cire,NA,cire
default,tsoho,NA,tsoho
defeat,shan kashi,NA,shan kashi
defection,karkacewa,NA,karkacewa
deferral,jinkirtawa,NA,jinkirtawa
deflate,ɓata,NA,ɓata
deflation,kumbura,NA,kumbura
deformity,nakasa,NA,nakasa
defraud,zamba,NA,zamba
degeneracy,degeneracy,tabarbarewa,tabarbarewa
deleterious,m,mai shafuwa,mai shafuwa
deletion,shafewa,NA,shafewa
demented,hauka,NA,hauka
dementia,tabin hankali,NA,tabin hankali
demolition,rushewa,NA,rushewa
departed,tafi,NA,tafi
departure,tashi,NA,tashi
dependence,dogaro,NA,dogaro
dependency,dogaro,NA,dogaro
dependent,dogara,NA,dogara
deport,fitarwa,NA,fitarwa
deportation,fitarwa,NA,fitarwa
depravity,lalata,NA,lalata
depreciate,rage daraja,NA,rage daraja
depreciated,rage daraja,NA,rage daraja
depreciation,rage daraja,NA,rage daraja
depressive,danniya,NA,danniya
deprivation,hanawa,NA,hanawa
deranged,deranged,mara hankali,mara hankali
derelict,m,lalacewa,lalacewa
derogation,wulakanci,NA,wulakanci
desecration,wulakanci,NA,wulakanci
deserted,yashe,NA,yashe
desist,daina,NA,daina
detachment,rarrabuwa,NA,rarrabuwa
detainee,wanda aka tsare,NA,wanda aka tsare
deteriorated,ya lalace,NA,ya lalace
detonate,fashe,NA,fashe
detritus,detritus,shara,shara
devolution,juyawa,NA,juyawa
devour,cinye,NA,cinye
diagnosis,ganewar asali,NA,ganewar asali
dictatorship,mulkin kama -karya,NA,mulkin kama -karya
digress,digress,rashin muhimmanci,rashin muhimmanci
dilute,tsarma,NA,tsarma
diminish,ragewa,NA,ragewa
diminished,raguwa,NA,raguwa
disability,nakasa,NA,nakasa
disallowed,an hana,NA,an hana
disapproved,ba a yarda ba,NA,ba a yarda ba
discharge,sallama,NA,sallama
discipline,horo,NA,horo
discoloration,canza launi,rashin sanin launi,rashin sanin launi
discolored,canza launi,rashin canjin launi,rashin canjin launi
disconnect,cire haɗin,katsewa,katsewa
disconnected,katsewa,NA,katsewa
disconnection,katsewa,NA,katsewa
discontinue,daina,NA,daina
discriminating,nuna bambanci,NA,nuna bambanci
disease,cuta,NA,cuta
diseased,mai ciwo,mai cutarwa,mai cutarwa
disembodied,disembodied,rarrabawa,rarrabawa
disengagement,rabuwar kai,NA,rabuwar kai
disfigured,nakasasshe,NA,nakasasshe
disinformation,bazuwar bayanai,rashin yada bayanai,rashin yada bayanai
dismemberment,yankewa,fita daga kungiya,fita daga kungiya
dismissal,sallama,kora,kora
disparity,banbanci,NA,banbanci
dispassionate,m,rashin sha'awa,rashin sha'awa
dispel,kore,NA,kore
dispersion,watsawa,NA,watsawa
disposal,zubar,NA,zubar
dispossessed,mallaki,rashin mallaka,rashin mallaka
disqualification,rashin cancanta,NA,rashin cancanta
disqualify,cancanta,rashin cancanta,rashin cancanta
dissenting,sabanin ra'ayi,NA,sabanin ra'ayi
disuse,rashin amfani,NA,rashin amfani
disused,ba amfani,NA,ba amfani
diverse,iri -iri,NA,iri -iri
divested,juye,NA,juye
divestment,karkatarwa,NA,karkatarwa
divorce,saki,NA,saki
dizziness,dizziness,garara-garara,garara-garara
docked,docked,madaurar jiragen ruwa,madaurar jiragen ruwa
doit,yi,NA,yi
dole,dole,tallafawa raunana,tallafawa raunana
dolor,dolor,bakin ciki,bakin ciki
dominant,rinjaye,NA,rinjaye
dominate,mamaye,NA,mamaye
domination,mamayewa,NA,mamayewa
donkey,jaki,NA,jaki
doodle,doodle,watsatstsale,watsatstsale
dour,dour,abin kyama,abin kyama
drainage,magudanar ruwa,NA,magudanar ruwa
drinking,sha,NA,sha
drivel,drivel,shirme,shirme
drone,drone,kyamara mai tashi,kyamara mai tashi
drooping,faduwa,NA,faduwa
drowsiness,bacci,NA,bacci
drudgery,gajiya,NA,gajiya
drunkenness,buguwa,NA,buguwa
dummy,gunki,NA,gunki
dun,dun,wulakantawa,wulakantawa
duplicity,kwaɗayi,NA,kwaɗayi
duress,tilastawa,NA,tilastawa
dwarfed,dwarfed,gajarta,gajarta
dysentery,ciwon ciki,NA,ciwon ciki
earthquake,girgizar ƙasa,NA,girgizar ƙasa
eavesdropping,eavesdropping,satar ji,satar ji
edict,doka,NA,doka
effeminate,lalata,NA,lalata
eject,kore,NA,kore
ejection,fitarwa,NA,fitarwa
elusive,m,mai wuyar samu,mai wuyar samu
embargo,takunkumi,NA,takunkumi
embezzlement,almubazzaranci,NA,almubazzaranci
embolism,embolism,mtsalar hanyar jini,mtsalar hanyar jini
enclave,kewaye,NA,kewaye
encumbrance,rashin ƙarfi,NA,rashin ƙarfi
endangered,cikin haɗari,NA,cikin haɗari
endemic,na kowa,NA,na kowa
endless,mara iyaka,NA,mara iyaka
enforce,tilasta,NA,tilasta
enforcement,tilastawa,NA,tilastawa
enigmatic,m,mai wuyar fahimta,mai wuyar fahimta
enslavement,bautar,NA,bautar
entangled,a haɗe,NA,a haɗe
entrails,ciki,NA,ciki
epilepsy,farfadiya,NA,farfadiya
eradicate,kawar da,NA,kawar da
eradication,kawarwa,NA,kawarwa
erotic,na batsa,NA,na batsa
erratum,erratum,tuntuben alkalami,tuntuben alkalami
erupt,fashe,NA,fashe
eruption,fashewa,NA,fashewa
escalate,haɓaka,NA,haɓaka
espionage,leken asiri,NA,leken asiri
euthanasia,euthanasia,kashewa ta ruwan sanyi,kashewa ta ruwan sanyi
evacuate,kwashe,NA,kwashe
evacuation,fitarwa,NA,fitarwa
evict,korar,NA,korar
exacerbation,tsanantawa,NA,tsanantawa
exacting,ƙima,NA,ƙima
examination,jarrabawa,NA,jarrabawa
excavation,hakowa,NA,hakowa
excess,wuce haddi,NA,wuce haddi
excise,excise,haraji,haraji
excluding,banda,NA,banda
excrement,najasa,NA,najasa
execution,kisa,NA,kisa
executioner,mai aiwatarwa,NA,mai aiwatarwa
exigent,exigent,bukata,bukata
exorcism,fitarwa,NA,fitarwa
expatriate,ɗan ƙasar waje,NA,ɗan ƙasar waje
expenditure,kashewa,NA,kashewa
expenses,kashe kudi,NA,kashe kudi
expletive,m,rantsuwa,rantsuwa
explosion,fashewa,NA,fashewa
expulsion,fitarwa,NA,fitarwa
extinct,bace,NA,bace
extrajudicial,wanda bai dace ba,NA,wanda bai dace ba
extremity,matsananci,NA,matsananci
fade,Fade,kodewa,kodewa
faeces,najasa,NA,najasa
fainting,suma,NA,suma
fallible,mai kuskure,NA,mai kuskure
fallow,faduwa,NA,faduwa
falsification,karya,NA,karya
falsity,ƙarya,NA,ƙarya
fasting,azumi,NA,azumi
fate,kaddara,NA,kaddara
fawn,fawa,NA,fawa
febrile,febrile,alamar zazzabi,alamar zazzabi
fecal,najasa,NA,najasa
feces,najasa,NA,najasa
fee,kudin,NA,kudin
feeling,ji,NA,ji
feigned,ƙage,NA,ƙage
ferment,kumbura,NA,kumbura
ferocious,m,matsananci,matsananci
feud,rigima,NA,rigima
feudal,feudal,tsarin tattalin arziki daga al'uma,tsarin tattalin arziki daga al'uma
feudalism,feudalism,zamantakwar shugabanci da tattali,zamantakwar shugabanci da tattali
fighting,fada,NA,fada
filibuster,filibuster,lakai-lakai,lakai-lakai
firearms,bindigogi,NA,bindigogi
fits,yayi daidai,NA,yayi daidai
flabby,flabby,rashin kwari,rashin kwari
flaccid,m,rarrauna,rarrauna
flap,m,fushi,fushi
flatulence,kumburin ciki,NA,kumburin ciki
flea,ƙuma,NA,ƙuma
fleece,ulun,NA,ulun
fleshy,jiki,NA,jiki
flinch,karkace,NA,karkace
flog,bulala,NA,bulala
fluctuation,juyawa,NA,juyawa
foiled,ya ɓata,NA,ya ɓata
folly,wauta,NA,wauta
forage,kiwo,NA,kiwo
foray,yi kuskure,NA,yi kuskure
force,karfi,NA,karfi
forcibly,da karfi,NA,da karfi
foreclose,rufewa,NA,rufewa
forego,gafartawa,NA,gafartawa
foreign,bare,na waje,na waje
foreigner,baƙo,NA,baƙo
forewarned,gargadi,NA,gargadi
forfeited,wanda aka ƙwace,NA,wanda aka ƙwace
forfeiture,ƙwace,NA,ƙwace
forgery,jabu,NA,jabu
formless,m,mara tartibin tsari,mara tartibin tsari
fornication,fasikanci,NA,fasikanci
frailty,rashin ƙarfi,NA,rashin ƙarfi
fray,fray,yagewar tufafi,yagewar tufafi
frayed,frayed,yagewa,yagewa
frivolous,m,mara amfani,mara amfani
frostbite,sanyi,NA,sanyi
froth,kumfa,NA,kumfa
fungus,naman gwari,NA,naman gwari
funk,funk,matsanancin tsoro,matsanancin tsoro
gaby,gaby,mai  surutu,mai  surutu
gallows,rataye,NA,rataye
gamble,caca,NA,caca
gambler,ɗan caca,NA,ɗan caca
gambling,caca,NA,caca
gang,ƙungiya,NA,ƙungiya
gaol,gaul,cin raga,cin raga
gap,rata,NA,rata
garnish,ado,NA,ado
gash,gashe,NA,gashe
gasping,huci,NA,huci
gaunt,guntun,NA,guntun
gent,mutunci,NA,mutunci
geriatric,geriatric,kula da tsofaffi,kula da tsofaffi
ghostly,fatalwa,NA,fatalwa
glacial,mai sanyi,NA,mai sanyi
glaring,haske,NA,haske
gluttony,cin abinci,NA,cin abinci
gnome,gnome,mutum gajere,mutum gajere
goblin,goblin,wada ko gajere,wada ko gajere
godless,marasa tsoron Allah,NA,marasa tsoron Allah
gonorrhea,gonorrhea,ciwon sanyi,ciwon sanyi
goo,goo,ruwan danko,ruwan danko
gorge,kwazazzabo,NA,kwazazzabo
gorilla,gorilla,babban biri,babban biri
gory,gori,sa hannu cikin kashe kashe,sa hannu cikin kashe kashe
gouge,goge,kashe kashe,kashe kashe
gout,gout,dandano,dandano
government,gwamnati,NA,gwamnati
grab,kwace,NA,kwace
grasping,riko,NA,riko
grated,grated,markada,markada
grenade,gurneti,NA,gurneti
grime,datti,NA,datti
grimy,m,mara tsafta,mara tsafta
grinding,nika,NA,nika
grizzly,grizzly,toka-toka,toka-toka
groan,nishi,NA,nishi
grope,gira,NA,gira
grounded,tushe,NA,tushe
growling,kuka,NA,kuka
guerilla,'yan daba,NA,'yan daba
guillotine,guillotine,abin sare kai,abin sare kai
guise,siffantawa,NA,siffantawa
gull,gull,wanda ake saurin cutarsa,wanda ake saurin cutarsa
gush,gush,bubbugowa,bubbugowa
guzzling,m,hadama,hadama
gypsy,gypsy,mai hijira,mai hijira
hag,hag,damuwa da gajiya,damuwa da gajiya
hail,ƙanƙara,NA,ƙanƙara
hairy,m,mai gashi,mai gashi
halfway,rabiway,rabin hanya,rabin hanya
halter,tsaya,NA,tsaya
halting,tsayawa,NA,tsayawa
hamstring,cinya,NA,cinya
handicap,nakasassu,NA,nakasassu
hanging,rataye,NA,rataye
hangman,mai rataya,NA,mai rataya
harbinger,mawaƙa,NA,mawaƙa
hardness,taurin,NA,taurin
harlot,karuwa,NA,karuwa
harrowing,damuwa,NA,damuwa
harry,harry,farmaki,farmaki
harshness,tauri,NA,tauri
hash,zanta,NA,zanta
hashish,hashish,ciyawa,ciyawa
heady,m,na kai,na kai
hearing,ji,NA,ji
hearsay,ji,NA,ji
hearse,ji,NA,ji
heartache,ciwon zuciya,NA,ciwon zuciya
heartburn,ƙwannafi,NA,ƙwannafi
heavily,da yawa,NA,da yawa
hedonism,hedonism,kara walwala,kara walwala
heel,diddige,dunduniya,dunduniya
heighten,kara,kara tsayi,kara tsayi
hellish,wuta,NA,wuta
hemorrhage,zubar jini,NA,zubar jini
hemorrhoids,basur,NA,basur
hermaphrodite,hermaphrodite,mata-maza,mata-maza
heroin,tabar heroin,NA,tabar heroin
herpes,herpes,cuta,cuta
herpesvirus,herpesvirus kamuwa da cuta,NA,herpesvirus kamuwa da cuta
hesitation,shakka,NA,shakka
hidden,boye,NA,boye
highest,mafi girma,NA,mafi girma
hindering,hanawa,NA,hanawa
hippie,hippie,masu shigar banza,masu shigar banza
hit,buga,NA,buga
hitherto,har zuwa yanzu,daga yanzu,daga yanzu
hive,hive,wajen da jama'a suke yawan shiga,wajen da jama'a suke yawan shiga
hoarse,m,rashin dadin murya,rashin dadin murya
hoary,mahaukaci,NA,mahaukaci
hobo,hobo,mutum maras matsuguni,mutum maras matsuguni
hog,alade,NA,alade
holocaust,kisan kiyashi,NA,kisan kiyashi
homeless,marasa gida,NA,marasa gida
homicidal,mai kisan kai,NA,mai kisan kai
homicide,kisan kai,NA,kisan kai
homosexuality,liwadi,NA,liwadi
hood,kaho,badda-bami,badda-bami
hooked,ƙugiya,NA,ƙugiya
hoot,zafi,NA,zafi
horribly,abin tsoro,NA,abin tsoro
horror,tsoro,NA,tsoro
horrors,abubuwan ban tsoro,yana tsorata,yana tsorata
howl,kuka,NA,kuka
huff,huci,NA,huci
humble,mai tawali'u,NA,mai tawali'u
humbug,humbug,mayaudari,mayaudari
hunch,farauta,NA,farauta
hungry,yunwa,NA,yunwa
hunter,mafarauci,NA,mafarauci
hunting,farauta,NA,farauta
hurricane,guguwa,NA,guguwa
hurried,yi sauri,NA,yi sauri
hydra,hydar,abu mai ruwa,abu mai ruwa
hydrocephalus,hydrocephalus,cutar taruwar ruwa a cikin kwakwalwa,cutar taruwar ruwa a cikin kwakwalwa
hyperbole,hyperbole,kambamawa,kambamawa
idler,malalaci,NA,malalaci
idolatry,bautar gumaka,NA,bautar gumaka
illegality,rashin bin doka,NA,rashin bin doka
illegible,rashin iya karantawa,NA,rashin iya karantawa
imitated,koyi,NA,koyi
imitation,kwaikwayo,NA,kwaikwayo
immaturity,rashin balaga,NA,rashin balaga
immediately,nan da nan,NA,nan da nan
impairment,nakasa,NA,nakasa
impassable,m,mara wucewa,mara wucewa
impeachment,tsigewa,NA,tsigewa
impersonate,kwaikwayo,NA,kwaikwayo
impersonation,kwaikwayo,NA,kwaikwayo
impotence,rashin iyawa,NA,rashin iyawa
impound,kwace,NA,kwace
impracticable,impracticable,wanda ba a yi,wanda ba a yi
imputation,ilmin lissafi,NA,ilmin lissafi
inaccessible,m,mara samuwa,mara samuwa
inactivity,rashin aiki,NA,rashin aiki
inadmissible,mara yarda,NA,mara yarda
inapplicable,wanda ba zai yiwu ba,NA,wanda ba zai yiwu ba
inattention,rashin kulawa,NA,rashin kulawa
incalculable,marar lissafin,NA,marar lissafin
incapacity,rashin iyawa,NA,rashin iyawa
incarceration,ɗaurin kurkuku,NA,ɗaurin kurkuku
incase,incase,ko da,ko da
incest,lalata,NA,lalata
incestuous,rashin aure,NA,rashin aure
incineration,ƙonawa,NA,ƙonawa
income,samun kudin shiga,NA,samun kudin shiga
incompleteness,rashin cikawa,NA,rashin cikawa
incrimination,cin zarafi,NA,cin zarafi
incubus,incubus,jima'i da mai barci,jima'i da mai barci
incur,jawo,NA,jawo
incurable,maras magani,NA,maras magani
incursion,kutsawa,NA,kutsawa
indemnify,ba da lada,NA,ba da lada
indenture,indenture,yarjejeniya,yarjejeniya
indict,tuhumar,NA,tuhumar
indictment,tuhuma,NA,tuhuma
indistinct,rashin fahimta,NA,rashin fahimta
inert,inert,kasa motsawa,kasa motsawa
inexplicable,wanda ba a iya misaltawa,NA,wanda ba a iya misaltawa
infanticide,kashe -kashe,NA,kashe -kashe
infantile,jariri,NA,jariri
