word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
measured,won,wọ̀n,wọ̀n,trust,0.57
ordinance,ìlana,ifilélẹ̀,ifilélẹ̀,trust,0.57
modest,iwọntunwọnsi,ìwọ̀ntúnwọ̀nsì,ìwọ̀ntúnwọ̀nsì,trust,0.57
complement,iranlowo,ṣèrànwọ́,ṣèrànwọ́,trust,0.57
pilot,awaokoofurufu,awakọ̀-òfurufú,awakọ̀-òfurufú,trust,0.57
counsellor,Oludamoran,olùdámọ́ràn,olùdámọ́ràn,trust,0.57
insure,ṣe iṣeduro,dójútófò,dójútófò,trust,0.57
guide,itọsọna,ìtọ́sọ́nà,ìtọ́sọ́nà,trust,0.57
matron,matron,onítọ̀jú ilé-ẹ̀kọ́,onítọ̀jú ilé-ẹ̀kọ́,trust,0.57
punctual,lásìkò,lásíkò,lásíkò,trust,0.57
heavenly,ọrun,ajẹmọ́ ọ̀run,ajẹmọ́ ọ̀run,trust,0.57
determinate,pinnu,pinnu,pinnu,trust,0.57
immaculate,alaimo,mọ́,mọ́,trust,0.57
everlasting,ayeraye,ayérayé,ayérayé,trust,0.57
adhering,adhering,ìtẹ̀lé,ìtẹ̀lé,trust,0.57
apostle,aposteli,oníwàásù,oníwàásù,trust,0.57
plausible,o ṣeeṣe,ṣeéṣe,ṣeéṣe,trust,0.57
advise,ni imọran,ìmọ̀ràn,ìmọ̀ràn,trust,0.57
volunteers,awọn oluyọọda,iṣẹ́ àtinúwá,iṣẹ́ àtinúwá,trust,0.57
corroboration,ijẹrisi,ìjẹ́rìsí,ìjẹ́rìsí,trust,0.57
consult,kan si alagbawo,kàn sí,kàn sí,trust,0.57
relative,ojulumo,ìbátan,ìbátan,trust,0.57
unquestionably,laiseaniani,ká bi ọ́ ò sí,ká bi ọ́ ò sí,trust,0.57
pedigree,iran,ìran,ìran,trust,0.57
earned,mina,gba,gba,trust,0.57
collaborator,alabaṣiṣẹpọ,alábàṣiṣẹ́pọ̀,alábàṣiṣẹ́pọ̀,trust,0.57
frankness,ododo,ìṣòdodo,ìṣòdodo,trust,0.562
pleasant,dídùn,ládùn,ládùn,trust,0.562
apostolic,apọsteli,ajẹmọ́ oníwàásù,ajẹmọ́ oníwàásù,trust,0.562
jurist,amofin,amòfin,amòfin,trust,0.562
vitality,agbara,alágbára,alágbára,trust,0.562
fort,odi,odi,odi,trust,0.562
devout,olùfọkànsìn,olùfọkànsìn,olùfọkànsìn,trust,0.562
vigorous,alagbara,alágbára,alágbára,trust,0.562
congregation,ijọ,ìjọ,ìjọ,trust,0.562
remarkable,o lapẹẹrẹ,lápẹrẹ,lápẹrẹ,trust,0.562
ordination,isọdimimọ,ìfilélẹ̀,ìfilélẹ̀,trust,0.562
save,fipamọ,fipamọ́,fipamọ́,trust,0.562
curable,imularada,aṣeéwòsàn,aṣeéwòsàn,trust,0.562
cohesion,isọdọkan,ìtẹ̀síwájú,ìtẹ̀síwájú,trust,0.562
applaud,iyin,pàtẹ́wọ́,pàtẹ́wọ́,trust,0.562
uplift,gbe soke,gbésókè,gbésókè,trust,0.562
content,akoonu,àkòónú,àkòónú,trust,0.562
prize,joju,ẹ̀bùn,ẹ̀bùn,trust,0.562
earn,jo'gun,gbà,gbà,trust,0.562
compensate,isanpada,ìṣàtúnṣe,ìṣàtúnṣe,trust,0.562
strong,lagbara,lágbára,lágbára,trust,0.562
jury,igbimọ,ẹgbẹ́ ìgbìmọ̀,ẹgbẹ́ ìgbìmọ̀,trust,0.562
succeeding,aṣeyọri,ìṣàṣeyọrí,ìṣàṣeyọrí,trust,0.562
soothing,itutu,atura,atura,trust,0.562
lovemaking,ifẹ,ìbálópọ̀,ìbálópọ̀,trust,0.562
spotless,ailabawọn,aláìlábàwọ́n,aláìlábàwọ́n,trust,0.562
pertinent,ti o yẹ,wúlò,wúlò,trust,0.562
concordance,concordance,ìṣọ̀kan,ìṣọ̀kan,trust,0.562
admit,gba,gbàwọlé,gbàwọlé,trust,0.562
miracle,iyanu,iṣẹ́-ìyanu,iṣẹ́-ìyanu,trust,0.562
insight,ìjìnlẹ̀ òye,ìbojúwò,ìbojúwò,trust,0.562
treasurer,akápò,akápò,akápò,trust,0.562
betrothed,iyawo,àfẹ́sọ́nà,àfẹ́sọ́nà,trust,0.555
prophet,woli,wòlí,wòlí,trust,0.555
discretion,làákàyè,làákáyè,làákáyè,trust,0.555
auditor,ẹniti nṣe ayẹwo iwe owo,ayẹ̀we-owó-wò,ayẹ̀we-owó-wò,trust,0.555
intuition,ogbon inu,Ọgbọ́n inú,Ọgbọ́n inú,trust,0.555
influential,gbajugbaja,gbajúgbajà,gbajúgbajà,trust,0.555
precedence,iṣaaju,ìṣáájú,ìṣáájú,trust,0.555
illumination,itanna,ìtànná,ìtànná,trust,0.555
restorative,atunse,afúnilókun,afúnilókun,trust,0.555
constant,ibakan,àìyípadà,àìyípadà,trust,0.555
destined,kadara,kádàrá,kádàrá,trust,0.555
worship,ijosin,ìjọ́sìn,ìjọ́sìn,trust,0.555
foresight,awotẹlẹ,ìmọ̀tẹ́lẹ̀,ìmọ̀tẹ́lẹ̀,trust,0.555
patience,s patienceru,sùúrù,sùúrù,trust,0.555
exalt,gbega,gbéga,gbéga,trust,0.555
coach,ẹlẹsin,olùkọ́ni,olùkọ́ni,trust,0.555
coalesce,akopọ,àdàlù,àdàlù,trust,0.555
impartial,ojúsàájú,àìṣojúṣàjú,àìṣojúṣàjú,trust,0.555
reunion,itungbepapo,ìtúngbépapọ̀,ìtúngbépapọ̀,trust,0.555
midwife,agbẹbi,agbẹ̀bí,agbẹ̀bí,trust,0.555
mediate,alarina,olùlàjà,olùlàjà,trust,0.555
cultivate,gbin,gbìn,gbìn,trust,0.555
veteran,ogbologbo,àgbà,àgbà,trust,0.555
congruence,iṣọkan,ìṣọ̀kan,ìṣọ̀kan,trust,0.555
providing,pese,pípésè,pípésè,trust,0.555
defender,olugbeja,olùgbèjà,olùgbèjà,trust,0.555
succeed,ṣe aṣeyọri,ṣàṣeyọrí,ṣàṣeyọrí,trust,0.555
vote,dibo,ìbò,ìbò,trust,0.555
greatness,titobi,títóbi,títóbi,trust,0.555
reconciliation,ilaja,ìlàjà,ìlàjà,trust,0.555
buddy,ore,ọ̀rẹ́,ọ̀rẹ́,trust,0.555
privacy,ìpamọ,ibi-ìkọ̀kọ̀,ibi-ìkọ̀kọ̀,trust,0.555
inclusion,ifisi,àkópọ̀,àkópọ̀,trust,0.555
physicist,onimọ -jinlẹ,onímọ̀-ìjìnlẹ̀,onímọ̀-ìjìnlẹ̀,trust,0.555
ambulance,ọkọ alaisan,ọkọ̀ aláìsàn,ọkọ̀ aláìsàn,trust,0.555
meditate,ṣe àṣàrò,ṣe àṣàrò,ṣe àṣàrò,trust,0.555
rejoice,yọ,yayọ̀,yayọ̀,trust,0.547
readiness,imurasilẹ,ìmúrasílẹ̀,ìmúrasílẹ̀,trust,0.547
forgive,dariji,dáríjì,dáríjì,trust,0.547
durable,ti o tọ,alálòpẹ́,alálòpẹ́,trust,0.547
statement,gbólóhùn,gbólóhùn,gbólóhùn,trust,0.547
promises,awọn ileri,àwọn ìlérí,àwọn ìlérí,trust,0.547
reinforcement,imuduro,ìrànlọ́wọ́,ìrànlọ́wọ́,trust,0.547
commanding,pipaṣẹ,pípàṣẹ,pípàṣẹ,trust,0.547
prevalent,gbilẹ,gbilẹ̀,gbilẹ̀,trust,0.547
salvation,igbala,ìgbàlà,ìgbàlà,trust,0.547
convent,convent,ibùgbé olùjọ́sìn,ibùgbé olùjọ́sìn,trust,0.547
impenetrable,impenetrable,àìlèlujá,àìlèlujá,trust,0.547
cheer,idunnu,ìdùnnú,ìdùnnú,trust,0.547
law,ofin,òfin,òfin,trust,0.547
independence,ominira,òmìnira,òmìnira,trust,0.547
heritage,ogún,àjogúnbá,àjogúnbá,trust,0.547
engaging,lowosi,fanimọ́ra,fanimọ́ra,trust,0.547
friendly,ore,bí-ọ̀rẹ́,bí-ọ̀rẹ́,trust,0.547
provide,pese,pèsè,pèsè,trust,0.547
temperate,iwọntunwọnsi,ìwọ̀ntúnwọ̀nsì,ìwọ̀ntúnwọ̀nsì,trust,0.547
liberty,ominira,òmìnira,òmìnira,trust,0.547
invocation,epe,ògèdè,ògèdè,trust,0.547
securities,sikioriti,ìpín-ìdókówò,ìpín-ìdókówò,trust,0.547
proud,igberaga,ìgbéraga,ìgbéraga,trust,0.547
eyewitness,ẹlẹri,ẹlẹ́rì,ẹlẹ́rì,trust,0.547
prudent,amoye,amòye,amòye,trust,0.547
conciliation,ilaja,ìlàjà,ìlàjà,trust,0.547
govern,ṣe akoso,ṣàkóso,ṣàkóso,trust,0.547
registry,iforukọsilẹ,ìforúkọsílẹ̀,ìforúkọsílẹ̀,trust,0.547
ancestral,baba -nla,baba-ńlá,baba-ńlá,trust,0.547
memorable,to sese,wàníràntí,wàníràntí,trust,0.539
obedience,igboran,ìgbọràn,ìgbọràn,trust,0.539
applause,iyin,àtẹ́wọ́,àtẹ́wọ́,trust,0.539
responsive,idahun,ìdáhùn,ìdáhùn,trust,0.539
ensemble,akopọ,àkọpọ̀ orin,àkọpọ̀ orin,trust,0.539
proctor,oluṣeto,alámòjútó,alámòjútó,trust,0.539
tantamount,iye,túmọ̀sí,túmọ̀sí,trust,0.539
define,setumo,ki oríkì,ki oríkì,trust,0.539
obvious,kedere,hànde,hànde,trust,0.539
inimitable,inimitable,àìṣeékọ́ṣe,àìṣeékọ́ṣe,trust,0.539
architecture,faaji,ọ̀mọlé,ọ̀mọlé,trust,0.539
instructions,awọn ilana,àwọn ìlànà,àwọn ìlànà,trust,0.539
eager,ni itara,ìtara,ìtara,trust,0.539
perfect,pipe,pétán,pétán,trust,0.539
uncensured,ti ko ni aabo,àìfòfindè,àìfòfindè,trust,0.539
admitting,gbigba,gbígbà,gbígbà,trust,0.539
obliging,ọranyan,ìdùnnú,ìdùnnú,trust,0.539
immovable,aidibajẹ,àìṣeésún,àìṣeésún,trust,0.539
inoculation,inoculation,àjẹsára,àjẹsára,trust,0.539
recovery,imularada,ìpadàbọ̀sípò,ìpadàbọ̀sípò,trust,0.539
antidote,antidote,ẹ̀rọ̀,ẹ̀rọ̀,trust,0.539
reinforcements,reinforcements,àwọn ìrànlọ́wọ́,àwọn ìrànlọ́wọ́,trust,0.539
watchman,oluṣọ,ọlọ́dẹ,ọlọ́dẹ,trust,0.539
regularity,deede,ìṣedéédé,ìṣedéédé,trust,0.539
institute,ile -ẹkọ,ilé-ẹ̀kọ́,ilé-ẹ̀kọ́,trust,0.539
delightful,igbadun,ìgbádùn,ìgbádùn,trust,0.539
exalted,gbega,gbéga,gbéga,trust,0.539
chronicle,akoole,ìtàn,ìtàn,trust,0.539
relevant,ti o yẹ,ṣe pàtàkì,ṣe pàtàkì,trust,0.539
stamina,ìfaradà,ìlókun,ìlókun,trust,0.539
choices,awọn aṣayan,àwọn àṣàyàn,àwọn àṣàyàn,trust,0.539
chastity,iwa mimọ,ìsáfẹ́ṣẹ̀,ìsáfẹ́ṣẹ̀,trust,0.539
forefathers,awon baba nla,àwọn babáńlá,àwọn babáńlá,trust,0.539
majority,poju,ọ̀pọ̀lọpọ̀,ọ̀pọ̀lọpọ̀,trust,0.539
psalms,psalmu,àwọn orin mímọ́,àwọn orin mímọ́,trust,0.539
aspiring,ifẹkufẹ,ìfẹ́kúfẹ̀,ìfẹ́kúfẹ̀,trust,0.539
cradle,jojolo,ìkòkó,ìkòkó,trust,0.531
doubtless,aniani,àìṣiyèméjì,àìṣiyèméjì,trust,0.531
ballot,iwe idibo,ìwé-ìdìbò,ìwé-ìdìbò,trust,0.531
princely,ọmọ -alade,ọmọ-aládé,ọmọ-aládé,trust,0.531
inseparable,ti a ko le pin,àìṣeépínyà,àìṣeépínyà,trust,0.531
hospital,ile iwosan,ilé-ìwòsàn,ilé-ìwòsàn,trust,0.531
dependent,ti o gbẹkẹle,àláìlómìnira,àláìlómìnira,trust,0.531
seal,edidi,àfarahẹ,àfarahẹ,trust,0.531
bride,iyawo,ìyàwó-àṣẹ̀ṣẹ̀gbé,ìyàwó-àṣẹ̀ṣẹ̀gbé,trust,0.531
refuge,ibi aabo,ibi-ìsádi,ibi-ìsádi,trust,0.531
retirement,ifẹhinti lẹnu iṣẹ,ìfẹ̀yìntì lẹ́nu iṣẹ́,ìfẹ̀yìntì lẹ́nu iṣẹ́,trust,0.531
answerable,idahun,aṣeédáhùn,aṣeédáhùn,trust,0.531
deed,iṣe,ìṣesí,ìṣesí,trust,0.531
school,ile -iwe,ilé-ẹ̀kọ́,ilé-ẹ̀kọ́,trust,0.531
omniscient,ologbon,amo-ohun-gbogbo,amo-ohun-gbogbo,trust,0.531
deliverance,itusile,ìtúsílẹ̀,ìtúsílẹ̀,trust,0.531
transcript,tiransikiripiti,àdàkọ,àdàkọ,trust,0.531
bloom,gbin,rúwé,rúwé,trust,0.531
center,aarin,àárín gbùngbùn,àárín gbùngbùn,trust,0.531
strive,gbìyànjú,gbìyànjú,gbìyànjú,trust,0.531
terms,awọn ofin,àwọn òfin,àwọn òfin,trust,0.531
verily,nitilytọ,lóòtọ́,lóòtọ́,trust,0.531
rescue,igbala,gbàlà,gbàlà,trust,0.531
immunization,ajesara,àjẹsára,àjẹsára,trust,0.531
heavens,awon orun,àwọn ọ̀run,àwọn ọ̀run,trust,0.531
sponsor,onigbowo,onígbọ̀wọ́,onígbọ̀wọ́,trust,0.531
candid,lododo,lódodo,lódodo,trust,0.531
analyst,oluyanju,ayànàná,ayànàná,trust,0.531
edification,atunse,ìlanilọ́yẹ̀,ìlanilọ́yẹ̀,trust,0.531
evergreen,alawọ ewe,kìí tí,kìí tí,trust,0.531
expedient,anfaani,ànfàní,ànfàní,trust,0.531
fraternal,arakunrin,ajẹmọ́ ọkùnrin,ajẹmọ́ ọkùnrin,trust,0.531
accompaniment,ifowosowopo,Síṣẹ̀-n-tẹ̀lé,Síṣẹ̀-n-tẹ̀lé,trust,0.531
firstborn,akọbi,àkọ́bí,àkọ́bí,trust,0.531
approbation,ifọwọsi,ìfọwọ́sí,ìfọwọ́sí,trust,0.527
winning,gba,ìborí,ìborí,trust,0.523
adoration,ijosin,ìnífẹ̀,ìnífẹ̀,trust,0.523
graduation,ipari ẹkọ,ìkẹ́kọ̀ọ́jáde,ìkẹ́kọ̀ọ́jáde,trust,0.523
honeymoon,ijẹfaaji ijẹfaaji tọkọtaya,ìsimi lọ́kọláya,ìsimi lọ́kọláya,trust,0.523
dictionary,iwe -itumọ,ìwe-atúmọ̀,ìwe-atúmọ̀,trust,0.523
coronation,itẹ -ọba,ìfinijoyè,ìfinijoyè,trust,0.523
notable,ohun akiyesi,lókìkí,lókìkí,trust,0.523
paragon,paragon,àwòkọ́ṣe,àwòkọ́ṣe,trust,0.523
improvement,ilọsiwaju,àtúnṣe,àtúnṣe,trust,0.523
hug,famọra,dìmọ́,dìmọ́,trust,0.523
chaplain,alufa,àlùfáà,àlùfáà,trust,0.523
commonwealth,apapọ orilẹ -ede,àwọn-orílẹ̀-èdè-olómìnira,àwọn-orílẹ̀-èdè-olómìnira,trust,0.523
celebration,ajoyo,àjọyọ̀,àjọyọ̀,trust,0.523
ourselves,ara wa,ara wa,ara wa,trust,0.523
ratify,fọwọsi,fọwọ́sí,fọwọ́sí,trust,0.523
account,iroyin,ìròyìn,ìròyìn,trust,0.523
salutary,ikini,ìwà lálàfíà,ìwà lálàfíà,trust,0.523
unbroken,ti ko ya,àìfọ́,àìfọ́,trust,0.523
taught,kọwa,kọ́,kọ́,trust,0.523
powerful,alagbara,lágbára,lágbára,trust,0.523
correctness,atunse,àtúnṣe,àtúnṣe,trust,0.523
captivate,ṣe ifamọra,fanimọ́ra,fanimọ́ra,trust,0.523
award,eye,àmì-ẹ̀yẹ,àmì-ẹ̀yẹ,trust,0.523
liberate,igbala,Sọ dòmìnira,Sọ dòmìnira,trust,0.523
connoisseur,onimọran,àgbà-ọ̀jẹ̀,àgbà-ọ̀jẹ̀,trust,0.523
countenance,oju,ìrísí-ojú,ìrísí-ojú,trust,0.523
neighbor,aladugbo,aládùgbó,aládùgbó,trust,0.523
laureate,laureate,àmì-ẹ̀yẹ,àmì-ẹ̀yẹ,trust,0.523
nobility,ọlọla,ẹni-iyì,ẹni-iyì,trust,0.523
unimpeached,alaimọ,àìrọ̀lóyè,àìrọ̀lóyè,trust,0.523
elevation,igbega,ìgbéga,ìgbéga,trust,0.523
benedictory,ofin rere,àdúrà ààbò,àdúrà ààbò,trust,0.523
feeling,rilara,ìmọ̀lára,ìmọ̀lára,trust,0.518
sentinel,onigbagbo,ọlọ́dẹ,ọlọ́dẹ,trust,0.516
minded,lokan,ní lọ́kàn,ní lọ́kàn,trust,0.516
obstetrician,alamọdaju,agbẹ̀bí,agbẹ̀bí,trust,0.516
tribunal,ile -ẹjọ,ilé-ẹjọ́,ilé-ẹjọ́,trust,0.516
management,isakoso,ìṣàkóso,ìṣàkóso,trust,0.516
association,idapo,ẹgbẹ́,ẹgbẹ́,trust,0.516
passwords,awọn ọrọigbaniwọle,ọ̀rọ̀-ìgbaniwọlé,ọ̀rọ̀-ìgbaniwọlé,trust,0.516
framework,ilana,ìlànà,ìlànà,trust,0.516
deserve,yẹ,tọ́sí,tọ́sí,trust,0.516
compliment,iyin,ìkíni,ìkíni,trust,0.516
committee,igbimọ,ìgbìmọ̀,ìgbìmọ̀,trust,0.516
freely,larọwọto,tọ̀fẹ́-tọ̀fẹ́,tọ̀fẹ́-tọ̀fẹ́,trust,0.516
fully,ni kikun,ní kíkún,ní kíkún,trust,0.516
tender,tutu,owó,owó,trust,0.516
perpetuity,ayeraye,aláìlópin,aláìlópin,trust,0.516
confession,ijewo,Ìjẹ́wọ́-ẹ̀ṣẹ̀,Ìjẹ́wọ́-ẹ̀ṣẹ̀,trust,0.516
remedy,atunse,àtúnṣe,àtúnṣe,trust,0.516
formative,agbekalẹ,ìgbékalẹ̀,ìgbékalẹ̀,trust,0.516
predominant,bori,wọ́pọ̀,wọ́pọ̀,trust,0.516
reverie,reverie,ṣìràrán,ṣìràrán,trust,0.516
organization,agbari,àjọ,àjọ,trust,0.516
pray,gbadura,gbàdúrà,gbàdúrà,trust,0.516
advent,dide,ìṣẹ̀lẹ̀,ìṣẹ̀lẹ̀,trust,0.516
credit,gbese,gbèsè,gbèsè,trust,0.516
measure,wiwọn,wọ̀n,wọ̀n,trust,0.516
inform,fun,fisùn,fisùn,trust,0.516
enchanted,enchanted,ìṣújú,ìṣújú,trust,0.516
nobleman,ọlọla,ẹni iyì,ẹni iyì,trust,0.516
amen,amin,àmín,àmín,trust,0.516
volunteer,oluyọọda,iṣẹ́ àtinúwá,iṣẹ́ àtinúwá,trust,0.509
confessional,ijẹwọ,ìjẹ́wọ́ ẹ̀ṣẹ̀,ìjẹ́wọ́ ẹ̀ṣẹ̀,trust,0.508
housewife,iyawo ile,ìyàwo ilé,ìyàwo ilé,trust,0.508
automatic,laifọwọyi,láìfọwọ́yí,láìfọwọ́yí,trust,0.508
reward,ère,èrè,èrè,trust,0.508
philosopher,onimoye,amòye,amòye,trust,0.508
venerable,venerable,àgbàlagbà,àgbàlagbà,trust,0.508
shepherd,oluṣọ -agutan,olùṣọ́-àgùtàn,olùṣọ́-àgùtàn,trust,0.508
enable,jeki,jẹ́kí,jẹ́kí,trust,0.508
patronage,patronage,ìrànlọ́wọ́,ìrànlọ́wọ́,trust,0.508
tolerance,ifarada,ìfaradà,ìfaradà,trust,0.508
admissible,itẹwọgba,ìtẹ́wọ́gbà,ìtẹ́wọ́gbà,trust,0.508
custodian,olutọju,olùtọ́jú,olùtọ́jú,trust,0.508
intact,mule,láìfọwọ́kàn,láìfọwọ́kàn,trust,0.508
virgin,wundia,wúndíá,wúndíá,trust,0.508
accolade,iyin,oríyìn,oríyìn,trust,0.508
savor,adun,adùn,adùn,trust,0.508
diversity,oniruuru,onírúurú,onírúurú,trust,0.508
constable,olopa,ọlọ́pà,ọlọ́pà,trust,0.508
amour,amour,ìbálópọ̀,ìbálópọ̀,trust,0.508
unsurpassed,alailẹgbẹ,aláìlẹ́gbẹ́,aláìlẹ́gbẹ́,trust,0.508
courtship,ibaṣepọ,àfẹ́sọ́nà,àfẹ́sọ́nà,trust,0.508
instruct,kọ,kọ́,kọ́,trust,0.508
policy,imulo,ìpinnu,ìpinnu,trust,0.508
priest,alufa,àlùfáà,àlùfáà,trust,0.508
sovereign,ọba,olórí,olórí,trust,0.508
lieutenant,ọ̀gágun,ọ̀gágun,ọ̀gágun,trust,0.508
beautification,ẹwa,ìfúnlẹ́wà,ìfúnlẹ́wà,trust,0.508
vouch,ẹri,fidánilójú,fidánilójú,trust,0.508
medical,egbogi,ìṣègùn,ìṣègùn,trust,0.508
forgiving,idariji,dídáríjí,dídáríjí,trust,0.508
undying,tí kò kú,kìí kú,kìí kú,trust,0.5
pious,olooto,páyà,páyà,trust,0.5
pontiff,pontiff,àlùfáà,àlùfáà,trust,0.5
alive,laaye,alààyè,alààyè,trust,0.5
vindication,idalare,ìdáláre,ìdáláre,trust,0.5
infallibility,ailagbara,àìlákùdé,àìlákùdé,trust,0.5
gateway,ẹnu -ọna,ẹnu-ọ̀nà,ẹnu-ọ̀nà,trust,0.5
timing,ìlà,Àsìkò ìṣẹ̀lẹ̀,Àsìkò ìṣẹ̀lẹ̀,trust,0.5
retain,idaduro,dá dúdró,dá dúdró,trust,0.5
guard,oluso,ẹ̀sọ́,ẹ̀sọ́,trust,0.5
doctrine,ẹkọ,ìgbàgbọ́,ìgbàgbọ́,trust,0.5
darling,olufẹ,olólùfẹ́,olólùfẹ́,trust,0.5
synchronize,muṣiṣẹpọ,ṣíṣẹ̀-n-tẹ̀lé,ṣíṣẹ̀-n-tẹ̀lé,trust,0.5
backer,alatilẹyin,alátìlẹyìn,alátìlẹyìn,trust,0.5
religions,awọn ẹsin,àwọn ẹ̀sìn,àwọn ẹ̀sìn,trust,0.5
birth,ibimọ,bímọ,bímọ,trust,0.5
warden,alabojuto,alábòjútó,alábòjútó,trust,0.5
optimist,ireti,onírètí,onírètí,trust,0.5
majesty,ọlanla,ọláńlá,ọláńlá,trust,0.5
info,alaye,àlàyé,àlàyé,trust,0.5
nerds,awure,àgbà-ọ̀jẹ̀,àgbà-ọ̀jẹ̀,trust,0.5
superman,alagbara,alágbára,alágbára,trust,0.5
instruction,itọnisọna,ìtọ́nisọ́nà,ìtọ́nisọ́nà,trust,0.5
indelible,aidibajẹ,àìlèyípadà,àìlèyípadà,trust,0.5
watchful,ṣọra,ṣọ́ra,ṣọ́ra,trust,0.5
guru,guru,olùkọ́,olùkọ́,trust,0.5
related,ti o ni ibatan,jọra,jọra,trust,0.5
personal,ti ara ẹni,àdáni,àdáni,trust,0.5
romantic,ifẹ,ìfẹ́,ìfẹ́,trust,0.5
treasure,ìṣúra,ìṣúra,ìṣúra,trust,0.5
infinity,ailopin,àìlópin,àìlópin,trust,0.5
badge,baaji,àkọmọ̀nà,àkọmọ̀nà,trust,0.5
apologetic,aforiji,tọrọ àforíjì,tọrọ àforíjì,trust,0.5
harbor,abo,ibùdókọ̀,ibùdókọ̀,trust,0.492
grandchildren,awon omo omo,àwọn ọmọọmọ,àwọn ọmọọmọ,trust,0.492
efforts,akitiyan,akitiyan,akitiyan,trust,0.492
aspire,lepa,lépa,lépa,trust,0.492
improve,mu dara,túnṣe,túnṣe,trust,0.492
laudatory,laudatory,ìyìn,ìyìn,trust,0.492
judgement,idajọ,ìdájọ́,ìdájọ́,trust,0.492
radiance,itanna,tànmọ́lẹ̀,tànmọ́lẹ̀,trust,0.492
grow,dagba,tànmọ́lẹ̀,tànmọ́lẹ̀,trust,0.492
synonymous,bakannaa,irúkanáà,irúkanáà,trust,0.492
salute,kí,kí,kí,trust,0.492
popularity,gbale,òkìkí,òkìkí,trust,0.492
hosannah,hosannah,ìyìn-ògo,ìyìn-ògo,trust,0.492
sheriff,Sheriff,agbófinró,agbófinró,trust,0.492
contributor,olùkópa,olùkópa,olùkópa,trust,0.492
attraction,ifamọra,ìfanimọ́ra,ìfanimọ́ra,trust,0.492
constitute,je,fiṣe,fiṣe,trust,0.492
formality,formality,àpẹrẹ-iṣẹ́,àpẹrẹ-iṣẹ́,trust,0.492
church,ijo,ilé-ìjọsìn,ilé-ìjọsìn,trust,0.492
jubilant,jubilant,afòfáyọ̀,afòfáyọ̀,trust,0.492
hardy,lile,líle,líle,trust,0.492
inevitable,eyiti ko,àìṣeékọ̀,àìṣeékọ̀,trust,0.492
moderator,oniwontunniwonsi,oníwọ̀túnwọ̀nsì,oníwọ̀túnwọ̀nsì,trust,0.492
privy,mọ,ilé-ìgbọ̀nsẹ̀,ilé-ìgbọ̀nsẹ̀,trust,0.492
psalm,Psalm,àwọn orin mímọ́,àwọn orin mímọ́,trust,0.492
chairman,alaga,alága,alága,trust,0.492
spokesman,agbẹnusọ,agbẹnusọ,agbẹnusọ,trust,0.492
fellow,elegbe,ẹlẹ́gbẹ́,ẹlẹ́gbẹ́,trust,0.492
musical,orin,ajẹmọ́-orin,ajẹmọ́-orin,trust,0.492
endow,fi fun,lẹ́bùn,lẹ́bùn,trust,0.492
elegance,didara,ọ̀ṣọ́,ọ̀ṣọ́,trust,0.492
proverbs,owe,òwe,òwe,trust,0.492
umpire,onidajọ,adarí-ayò,adarí-ayò,trust,0.492
crowning,ade,ìdéládé,ìdéládé,trust,0.484
concord,adehun,ìṣọ̀kan,ìṣọ̀kan,trust,0.484
confess,jẹwọ,jẹ́wọ́-ẹ̀sẹ̀,jẹ́wọ́-ẹ̀sẹ̀,trust,0.484
sweet,dun,dùn,dùn,trust,0.484
colonel,Kononeli,kọ́nẹ́lì,kọ́nẹ́lì,trust,0.484
armor,ihamọra,ìhámọ́ra,ìhámọ́ra,trust,0.484
forecast,asọtẹlẹ,àsọtẹ́lẹ̀,àsọtẹ́lẹ̀,trust,0.484
hire,bẹwẹ,bẹ̀lọ́wẹ̀,bẹ̀lọ́wẹ̀,trust,0.484
favorite,ayanfẹ,àyànfẹ́,àyànfẹ́,trust,0.484
enjoy,gbadun,gbádùn,gbádùn,trust,0.484
clean,mimọ,mọ́,mọ́,trust,0.484
arbiter,arbiter,adájọ́,adájọ́,trust,0.484
found,ri,rí,rí,trust,0.484
assembly,apejọ,àpèjọ,àpèjọ,trust,0.484
path,ọna,ojú-ònà,ojú-ònà,trust,0.484
referee,onidajọ,adarí-ayò,adarí-ayò,trust,0.484
affection,ìfẹni,ìnífẹ̀sí,ìnífẹ̀sí,trust,0.484
depth,ijinle,ìjìnlẹ̀,ìjìnlẹ̀,trust,0.484
police,olopa,ọlọ́pà,ọlọ́pà,trust,0.484
approbate,fọwọsi,fọwọ́sí,fọwọ́sí,trust,0.484
diagnosis,okunfa,ìdámọ̀-àìsàn,ìdámọ̀-àìsàn,trust,0.484
like,fẹran,fẹ́ràn,fẹ́ràn,trust,0.484
voucher,iwe -ẹri,ìwé-ẹ̀rí-ọjà,ìwé-ẹ̀rí-ọjà,trust,0.484
ranger,oluṣọ,olùṣọ́,olùṣọ́,trust,0.484
income,owo oya,owó-ọ̀yà,owó-ọ̀yà,trust,0.484
laudation,iyin,ìgbóríyìn,ìgbóríyìn,trust,0.484
romance,fifehan,fìfẹ́hàn,fìfẹ́hàn,trust,0.484
countryman,ara ilu,ọmọ-ìlú,ọmọ-ìlú,trust,0.484
episcopal,episcopal,ìjọ-àlùfáà,ìjọ-àlùfáà,trust,0.477
sacrifice,ìrúbọ,ẹbọ,ẹbọ,trust,0.477
signature,ibuwọlu,ìbuwọ́lù,ìbuwọ́lù,trust,0.477
frank,otitọ,sòtítọ́,sòtítọ́,trust,0.477
