word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
obit,obit,ọnwụ,ọnwụ,surprise,0.352
hero,dike,NA,dike,surprise,0.344
start,malite,NA,malite,surprise,0.344
proficiency,nka,NA,nka,surprise,0.344
glorify,nye otuto,NA,nye otuto,surprise,0.344
celebrity,onye ama ama,NA,onye ama ama,surprise,0.344
highest,nke kachasi elu,NA,nke kachasi elu,surprise,0.344
wonderfully,ebube,NA,ebube,surprise,0.344
rekindle,melite,NA,melite,surprise,0.336
dissolution,mgbasa,NA,mgbasa,surprise,0.336
memorable,echefu echefu,NA,echefu echefu,surprise,0.336
grin,ọchị,NA,ọchị,surprise,0.336
optimism,nchekwube,NA,nchekwube,surprise,0.336
prodigious,dị egwu,NA,dị egwu,surprise,0.336
sanctify,doo nsọ,NA,doo nsọ,surprise,0.336
unbeaten,enweghị mmeri,NA,enweghị mmeri,surprise,0.336
warned,dọrọ aka ná ntị,NA,dọrọ aka ná ntị,surprise,0.336
admiration,mmasi,NA,mmasi,surprise,0.328
hypertrophy,ọrịa hypertrophy,NA,ọrịa hypertrophy,surprise,0.328
present,ugbu,NA,ugbu,surprise,0.32
angel,mmụọ ozi,NA,mmụọ ozi,surprise,0.32
hap,ewu,ihe mberede,ihe mberede,surprise,0.32
examination,nyocha,NA,nyocha,surprise,0.32
catch,enwetaghị,ijide,ijide,surprise,0.32
liberty,nnwere onwe,NA,nnwere onwe,surprise,0.312
treat,emeso,NA,emeso,surprise,0.312
flirt,ịchụ nwoke,NA,ịchụ nwoke,surprise,0.312
inaffable,enweghị atụ,NA,enweghị atụ,surprise,0.312
scrimmage,scrimmage,ọgwụ,ọgwụ,surprise,0.312
occasional,mgbe ufodu,mgbe ọnọdụ,mgbe ọnọdụ,surprise,0.312
kiss,susuo ọnụ,NA,susuo ọnụ,surprise,0.312
embrace,makụọ,NA,makụọ,surprise,0.312
dismissal,mgbasa,NA,mgbasa,surprise,0.312
saint,senti,NA,senti,surprise,0.312
generosity,mmesapụ aka,NA,mmesapụ aka,surprise,0.305
perfection,izu oke,NA,izu oke,surprise,0.305
saintly,senti,NA,senti,surprise,0.305
gratify,imeju,NA,imeju,surprise,0.305
sally,sally,osisi,osisi,surprise,0.305
larger,ibu,NA,ibu,surprise,0.297
differently,dị iche,NA,dị iche,surprise,0.297
favorable,mma,NA,mma,surprise,0.297
palpable,palpable,kemmetụta,kemmetụta,surprise,0.297
finally,n'ikpeazụ,NA,n'ikpeazụ,surprise,0.297
polarity,polarity,polariti,polariti,surprise,0.297
ceremony,emume,NA,emume,surprise,0.297
warn,dọọ aka na ntị,NA,dọọ aka na ntị,surprise,0.297
inviting,na -akpọ oku,NA,na -akpọ oku,surprise,0.289
greeting,ekele,NA,ekele,surprise,0.289
romance,ihunanya,NA,ihunanya,surprise,0.289
medal,ihe nrite,NA,ihe nrite,surprise,0.289
trip,njem,NA,njem,surprise,0.281
resignation,arụkwaghịm,NA,arụkwaghịm,surprise,0.281
accolade,nkwanye ugwu,NA,nkwanye ugwu,surprise,0.281
labor,oru,ọrụ,ọrụ,surprise,0.281
candid,eziokwu,NA,eziokwu,surprise,0.281
stare,legide anya,NA,legide anya,surprise,0.273
somatic,somatic,sọmatiki,sọmatiki,surprise,0.266
immerse,mikpuo,NA,mikpuo,surprise,0.266
playful,igwuri egwu,NA,igwuri egwu,surprise,0.266
insolvency,enweghị isi,NA,enweghị isi,surprise,0.266
compensate,kwụọ ụgwọ,NA,kwụọ ụgwọ,surprise,0.266
glimmer,enwu enwu,NA,enwu enwu,surprise,0.266
admire,nwee mmasị,NA,nwee mmasị,surprise,0.266
invite,kpọọ,NA,kpọọ,surprise,0.266
mimicry,na -eicomi,ịnyomi,ịnyomi,surprise,0.266
festival,ememme,NA,ememme,surprise,0.266
laugh,ochi,ọchị,ọchị,surprise,0.258
chuckle,ọchị,NA,ọchị,surprise,0.258
hypothesis,echiche,NA,echiche,surprise,0.258
receiving,na -anata,NA,na -anata,surprise,0.258
complement,mmeju,NA,mmeju,surprise,0.258
honeymoon,honiimuunu,NA,honiimuunu,surprise,0.25
marry,lụọ di,NA,lụọ di,surprise,0.242
pleasant,obi uto,obi ụtọ,obi ụtọ,surprise,0.242
independence,nnwere onwe,NA,nnwere onwe,surprise,0.242
holiness,ịdị nsọ,NA,ịdị nsọ,surprise,0.234
hopeful,olile anya,NA,olile anya,surprise,0.234
assessment,ntule,NA,ntule,surprise,0.234
rhythmical,ụda,NA,ụda,surprise,0.234
trophy,iko,NA,iko,surprise,0.234
leave,pụọ,NA,pụọ,surprise,0.234
chant,ukwe,NA,ukwe,surprise,0.234
deal,ndibiat,NA,ndibiat,surprise,0.227
placard,kaadị,NA,kaadị,surprise,0.227
procession,ngagharị,NA,ngagharị,surprise,0.227
cherish,kpọrọ ihe,NA,kpọrọ ihe,surprise,0.219
good,mma,NA,mma,surprise,0.219
shopping,ịzụ ahịa,NA,ịzụ ahịa,surprise,0.219
musical,egwu,NA,egwu,surprise,0.219
shell,shei,NA,shei,surprise,0.211
simplify,mee ka ọ dị mfe,NA,mee ka ọ dị mfe,surprise,0.211
dawn,chi ọbụbọ,NA,chi ọbụbọ,surprise,0.211
sweet,dị ụtọ,NA,dị ụtọ,surprise,0.203
purity,ịdị ọcha,NA,ịdị ọcha,surprise,0.203
morals,omume,NA,omume,surprise,0.203
money,ego,NA,ego,surprise,0.203
nullify,tufuo,NA,tufuo,surprise,0.203
preservative,nchekwa,NA,nchekwa,surprise,0.195
unfulfilled,emezughị,NA,emezughị,surprise,0.195
precious,dị oke ọnụ ahịa,NA,dị oke ọnụ ahịa,surprise,0.195
humanitarian,ndi mmadu,NA,ndi mmadu,surprise,0.195
synchronize,mekọrịta,NA,mekọrịta,surprise,0.195
singularly,dị n'otu,NA,dị n'otu,surprise,0.188
obliging,na -akwụ ụgwọ,NA,na -akwụ ụgwọ,surprise,0.188
pray,kpee ekpere,NA,kpee ekpere,surprise,0.18
lovely,mara mma,NA,mara mma,surprise,0.18
graduation,ngụsị akwụkwọ,NA,ngụsị akwụkwọ,surprise,0.18
foresee,buru amụma,NA,buru amụma,surprise,0.18
youth,ntorobịa,NA,ntorobịa,surprise,0.172
art,nka,NA,nka,surprise,0.172
mouth,ọnụ,NA,ọnụ,surprise,0.172
sun,anyanwụ,NA,anyanwụ,surprise,0.172
thirst,akpịrị ịkpọ nkụ,NA,akpịrị ịkpọ nkụ,surprise,0.172
goodness,ịdị mma,NA,ịdị mma,surprise,0.164
latent,zoro ezo,NA,zoro ezo,surprise,0.156
overdue,igafeela,NA,igafeela,surprise,0.156
visor,visor,keokpu,keokpu,surprise,0.156
practiced,eme,NA,eme,surprise,0.156
destination,njedebe,NA,njedebe,surprise,0.148
loyal,na -eguzosi ike n'ihe,NA,na -eguzosi ike n'ihe,surprise,0.148
expect,tụọ anya,NA,tụọ anya,surprise,0.148
wireless,ikuku,NA,ikuku,surprise,0.148
cream,ude,NA,ude,surprise,0.141
quote,see okwu,NA,see okwu,surprise,0.141
infant,nwa ọhụrụ,NA,nwa ọhụrụ,surprise,0.141
slush,iwepụ,NA,iwepụ,surprise,0.141
playground,ama egwuregwu,NA,ama egwuregwu,surprise,0.133
organization,nzukọ,NA,nzukọ,surprise,0.125
teach,izi ihe,NA,izi ihe,surprise,0.125
vote,votu,NA,votu,surprise,0.125
dolphin,dolphin,azụ,azụ,surprise,0.117
weight,ibu ibu,NA,ibu ibu,surprise,0.117
smile,ọchị,NA,ọchị,surprise,0.117
cable,eriri,NA,eriri,surprise,0.109
sisterhood,nwanne nwanyị,NA,nwanne nwanyị,surprise,0.109
sunny,anwụ na -acha,NA,anwụ na -acha,surprise,0.102
steady,kwụrụ otu ebe,NA,kwụrụ otu ebe,surprise,0.094
peaceful,n'udo,NA,n'udo,surprise,0.086
leisure,oge ntụrụndụ,NA,oge ntụrụndụ,surprise,0.086
picnic,picnic,njem,njem,surprise,0.078
tree,osisi,NA,osisi,surprise,0.078
worm,irighiri,NA,irighiri,surprise,0.055
truthfulness,eziokwu,NA,eziokwu,trust,0.906
trusted,tụkwasịrị obi,NA,tụkwasịrị obi,trust,0.883
trustworthy,a pụrụ ịtụkwasị obi,NA,a pụrụ ịtụkwasị obi,trust,0.867
truth,eziokwu,NA,eziokwu,trust,0.844
honor,nsọpụrụ,NA,nsọpụrụ,trust,0.844
honest,eziokwu,NA,eziokwu,trust,0.844
honesty,eziokwu,NA,eziokwu,trust,0.844
trusting,ịtụkwasị obi,NA,ịtụkwasị obi,trust,0.836
truthful,eziokwu,NA,eziokwu,trust,0.836
brotherhood,òtù ụmụnna,NA,òtù ụmụnna,trust,0.82
entrust,nyefee,NA,nyefee,trust,0.812
credibility,ntụkwasị obi,NA,ntụkwasị obi,trust,0.805
integrity,iguzosi ike n'ezi ihe,NA,iguzosi ike n'ezi ihe,trust,0.805
honorable,ugwu,NA,ugwu,trust,0.805
loyalty,iguzosi ike n'ihe,NA,iguzosi ike n'ihe,trust,0.805
committed,mere,NA,mere,trust,0.805
trust,ntụkwasị obi,NA,ntụkwasị obi,trust,0.805
faithful,kwesiri ntukwasi obi,NA,kwesiri ntukwasi obi,trust,0.797
sincere,ezi obi,NA,ezi obi,trust,0.797
true,eziokwu,NA,eziokwu,trust,0.789
partnership,mmekorita,mmekọrita,mmekọrita,trust,0.789
responsible,ihe kpatara ya,NA,ihe kpatara ya,trust,0.789
wisdom,amamihe,NA,amamihe,trust,0.789
verification,nkwenye,NA,nkwenye,trust,0.781
cooperative,na -ekwenye ekwenye,NA,na -ekwenye ekwenye,trust,0.781
vow,nkwa,NA,nkwa,trust,0.781
oath,iyi,NA,iyi,trust,0.781
credible,kwesiri ntukwasi obi,NA,kwesiri ntukwasi obi,trust,0.773
respectable,na -akwanyere ugwu,NA,na -akwanyere ugwu,trust,0.773
promise,nkwa,NA,nkwa,trust,0.773
verified,kwuputara,NA,kwuputara,trust,0.773
hero,dike,NA,dike,trust,0.773
sisterhood,nwanne nwanyị,NA,nwanne nwanyị,trust,0.773
qualified,tozuru oke,NA,tozuru oke,trust,0.766
respected,nkwanye ugwu,NA,nkwanye ugwu,trust,0.766
authentication,nyocha,NA,nyocha,trust,0.766
compassion,ọmịiko,NA,ọmịiko,trust,0.759
safekeeping,nchekwa,NA,nchekwa,trust,0.758
love,ịhụnanya,NA,ịhụnanya,trust,0.758
trusts,tụkwasịrị obi,NA,tụkwasịrị obi,trust,0.758
moral,omume,NA,omume,trust,0.758
reputable,ndi kwesiri ekwesi,NA,ndi kwesiri ekwesi,trust,0.758
reliability,ntụkwasị obi,NA,ntụkwasị obi,trust,0.758
approval,ihu ọma,NA,ihu ọma,trust,0.758
loyal,na -eguzosi ike n'ihe,NA,na -eguzosi ike n'ihe,trust,0.75
competence,ikike,NA,ikike,trust,0.75
companion,ibe,NA,ibe,trust,0.75
ally,mmekorita,NA,mmekorita,trust,0.75
respect,nkwanye ugwu,NA,nkwanye ugwu,trust,0.75
advised,dụrụ ọdụ,NA,dụrụ ọdụ,trust,0.75
safeguard,chebe,NA,chebe,trust,0.75
authentic,ezigbo,NA,ezigbo,trust,0.75
genuine,ezigbo,NA,ezigbo,trust,0.75
friend,enyi,NA,enyi,trust,0.75
stable,kwụsiri ike,NA,kwụsiri ike,trust,0.75
friendships,ọbụbụenyi,NA,ọbụbụenyi,trust,0.75
respects,nkwanye ugwu,NA,nkwanye ugwu,trust,0.742
wholesome,mma,NA,mma,trust,0.742
faith,okwukwe,NA,okwukwe,trust,0.742
proven,gosiputara,NA,gosiputara,trust,0.742
freedom,nnwere onwe,NA,nnwere onwe,trust,0.742
accepting,na -anabata,NA,na -anabata,trust,0.742
unification,ịdị n'otu,NA,ịdị n'otu,trust,0.734
confirmation,nkwenye,NA,nkwenye,trust,0.734
protecting,ichebe,NA,ichebe,trust,0.734
admirable,dị mma,NA,dị mma,trust,0.734
reassurance,mmesi obi ike,NA,mmesi obi ike,trust,0.734
heartfelt,sitere n'obi,NA,sitere n'obi,trust,0.734
supporter,onye nkwado,NA,onye nkwado,trust,0.734
respectful,nkwanye ugwu,NA,nkwanye ugwu,trust,0.734
trustee,onye nlekọta ego,NA,onye nlekọta ego,trust,0.734
friendship,ọbụbụenyi,NA,ọbụbụenyi,trust,0.727
fact,eziokwu,NA,eziokwu,trust,0.727
confidentially,na nzuzo,NA,na nzuzo,trust,0.727
believing,ikwere,NA,ikwere,trust,0.727
confident,obi ike,NA,obi ike,trust,0.727
credential,nzere,NA,nzere,trust,0.727
partners,ndị mmekọ,NA,ndị mmekọ,trust,0.727
agreement,nkwekọrịta,NA,nkwekọrịta,trust,0.727
alliance,mmekorita,NA,mmekorita,trust,0.727
excellence,kacha mma,NA,kacha mma,trust,0.727
equality,nha anya,NA,nha anya,trust,0.727
authenticate,nyochaa,NA,nyochaa,trust,0.719
intelligence,ọgụgụ isi,NA,ọgụgụ isi,trust,0.719
virtue,omume ọma,NA,omume ọma,trust,0.719
honored,na -asọpụrụ,NA,na -asọpụrụ,trust,0.719
closeness,ịdị nso,NA,ịdị nso,trust,0.719
kindred,nwanne,NA,nwanne,trust,0.719
virtuous,omume ọma,NA,omume ọma,trust,0.719
allegiance,iguzosi ike n'ihe,NA,iguzosi ike n'ihe,trust,0.711
dedication,nraranye,NA,nraranye,trust,0.711
cooperating,na -arụkọ ọrụ,NA,na -arụkọ ọrụ,trust,0.711
cooperation,imekọ ihe ọnụ,NA,imekọ ihe ọnụ,trust,0.711
determination,mkpebi siri ike,NA,mkpebi siri ike,trust,0.711
straightforward,kwụ ọtọ,NA,kwụ ọtọ,trust,0.711
consistency,agbanwe agbanwe,NA,agbanwe agbanwe,trust,0.711
creditable,n'aka,NA,n'aka,trust,0.711
charitable,ọrụ ebere,NA,ọrụ ebere,trust,0.711
guarantee,nkwa,NA,nkwa,trust,0.711
justice,ikpe ziri ezi,NA,ikpe ziri ezi,trust,0.711
morality,ụkpụrụ omume,NA,ụkpụrụ omume,trust,0.703
admire,nwee mmasị,NA,nwee mmasị,trust,0.703
motherhood,nne,NA,nne,trust,0.703
guardianship,onye nlekọta,NA,onye nlekọta,trust,0.703
admiration,mmasi,NA,mmasi,trust,0.703
assurance,mmesi obi ike,NA,mmesi obi ike,trust,0.703
reverence,nsọpụrụ,NA,nsọpụrụ,trust,0.703
proof,ihe akaebe,NA,ihe akaebe,trust,0.703
mentor,onye ndụmọdụ,NA,onye ndụmọdụ,trust,0.703
innocent,aka ya di ocha,NA,aka ya di ocha,trust,0.703
friendliness,enyi,NA,enyi,trust,0.703
reliable,a pụrụ ịdabere na ya,NA,a pụrụ ịdabere na ya,trust,0.703
nurture,ịzụlite,NA,ịzụlite,trust,0.703
prepared,kwadebere,NA,kwadebere,trust,0.703
protected,echekwara,NA,echekwara,trust,0.703
sanctuary,ebe nsọ,NA,ebe nsọ,trust,0.703
mother,nne,NA,nne,trust,0.703
fulfilled,mezuru,NA,mezuru,trust,0.703
marriage,alụmdi na nwunye,NA,alụmdi na nwunye,trust,0.695
compassionate,ọmịiko,NA,ọmịiko,trust,0.695
certified,asambodo,NA,asambodo,trust,0.695
skillful,nka,NA,nka,trust,0.695
united,dịrị n'otu,NA,dịrị n'otu,trust,0.695
approving,na -akwado,NA,na -akwado,trust,0.695
scientist,ọkà mmụta sayensị,NA,ọkà mmụta sayensị,trust,0.695
agreeable,kwenye,NA,kwenye,trust,0.695
allied,jikọrọ aka,NA,jikọrọ aka,trust,0.695
bodyguard,onye nche,NA,onye nche,trust,0.695
courage,obi ike,NA,obi ike,trust,0.695
morals,omume,NA,omume,trust,0.695
pact,nkwekọrịta,NA,nkwekọrịta,trust,0.695
accountable,aza ajụjụ,NA,aza ajụjụ,trust,0.695
humanitarian,ndi mmadu,NA,ndi mmadu,trust,0.695
guardian,onye nlekọta,NA,onye nlekọta,trust,0.695
indestructible,nke apughi imebi,NA,nke apughi imebi,trust,0.695
guidance,nduzi,NA,nduzi,trust,0.688
justifiable,ziri ezi,NA,ziri ezi,trust,0.688
esteem,nkwanye ugwu,NA,nkwanye ugwu,trust,0.688
competent,tozuru oke,NA,tozuru oke,trust,0.688
valor,dike,NA,dike,trust,0.688
secure,nọrọ ná nchebe,NA,nọrọ ná nchebe,trust,0.688
adviser,onye ndụmọdụ,NA,onye ndụmọdụ,trust,0.688
humanity,mmadu,mmadụ,mmadụ,trust,0.688
perfection,izu oke,NA,izu oke,trust,0.688
monogamy,ịlụ otu nwanyị,NA,ịlụ otu nwanyị,trust,0.688
authenticity,izi ezi,NA,izi ezi,trust,0.688
believed,kwere,NA,kwere,trust,0.688
pledge,nkwa,NA,nkwa,trust,0.688
understanding,nghọta,NA,nghọta,trust,0.688
solidity,siri ike,NA,siri ike,trust,0.688
goodness,ịdị mma,NA,ịdị mma,trust,0.68
diplomatic,onye ọchịchị,NA,onye ọchịchị,trust,0.68
expertise,nka,NA,nka,trust,0.68
confirmed,ekwenyela,NA,ekwenyela,trust,0.68
confide,nzuzo,NA,nzuzo,trust,0.68
hope,olile anya,NA,olile anya,trust,0.68
confidential,nzuzo,NA,nzuzo,trust,0.68
strongest,nke kachasi ike,NA,nke kachasi ike,trust,0.68
professional,ọkachamara,NA,ọkachamara,trust,0.68
grandfather,nna nna,NA,nna nna,trust,0.68
commendable,ịja mma,NA,ịja mma,trust,0.68
indivisible,a na -apụghị ikewa ekewa,NA,a na -apụghị ikewa ekewa,trust,0.68
approve,kwado,NA,kwado,trust,0.68
familiarity,mmata,NA,mmata,trust,0.68
diligence,ịdị uchu,NA,ịdị uchu,trust,0.68
humble,ịdị umeala n'obi,NA,ịdị umeala n'obi,trust,0.68
leader,onye ndu,NA,onye ndu,trust,0.68
agreeing,na -ekwenye,NA,na -ekwenye,trust,0.68
affirm,kwenye,NA,kwenye,trust,0.68
elders,ndị okenye,NA,ndị okenye,trust,0.68
official,ukara,NA,ukara,trust,0.68
protector,onye nchedo,NA,onye nchedo,trust,0.68
inspire,kpalie,NA,kpalie,trust,0.68
acceptance,nnabata,NA,nnabata,trust,0.68
advocacy,nkwado,NA,nkwado,trust,0.68
sanctify,doo nsọ,NA,doo nsọ,trust,0.672
faultless,enweghị ntụpọ,NA,enweghị ntụpọ,trust,0.672
cohesive,jikọtara ọnụ,NA,jikọtara ọnụ,trust,0.672
encyclopedia,akwụkwọ nkà ihe ọmụma,NA,akwụkwọ nkà ihe ọmụma,trust,0.672
mastery,mastery,achị,achị,trust,0.672
accepted,nabatara,NA,nabatara,trust,0.672
healing,ọgwụgwọ,NA,ọgwụgwọ,trust,0.672
dignity,ugwu,NA,ugwu,trust,0.672
unwavering,adịghị ada ada,NA,adịghị ada ada,trust,0.672
safe,nchekwa,NA,nchekwa,trust,0.672
intelligent,onye nwere ọgụgụ isi,NA,onye nwere ọgụgụ isi,trust,0.672
believes,kwere,NA,kwere,trust,0.672
benevolence,obi oma,obi ọma,obi ọma,trust,0.672
accredited,nabatara,NA,nabatara,trust,0.672
covenant,ọgbụgba ndụ,NA,ọgbụgba ndụ,trust,0.672
harmoniously,na -ekwekọ,NA,na -ekwekọ,trust,0.672
advocate,na -akwado,NA,na -akwado,trust,0.664
team,otu,NA,otu,trust,0.664
authority,ikike,NA,ikike,trust,0.664
fulfillment,mmezu,NA,mmezu,trust,0.664
supporting,na -akwado,NA,na -akwado,trust,0.664
affirmatively,n'eziokwu,NA,n'eziokwu,trust,0.664
attestation,akaebe,NA,akaebe,trust,0.664
proficient,maara nke ọma,NA,maara nke ọma,trust,0.664
disciple,onye na -eso ụzọ,NA,onye na -eso ụzọ,trust,0.664
impeccable,enweghị ntụpọ,NA,enweghị ntụpọ,trust,0.664
accountability,ịza ajụjụ,NA,ịza ajụjụ,trust,0.664
ambassador,onye nnochite anya,NA,onye nnochite anya,trust,0.664
reliance,ndabere,NA,ndabere,trust,0.664
communicate,ikwurita okwu,NA,ikwurita okwu,trust,0.664
expert,ọkachamara,NA,ọkachamara,trust,0.664
merit,ihe ruru eru,NA,ihe ruru eru,trust,0.664
heroic,dike,NA,dike,trust,0.664
spiritual,ime mmụọ,NA,ime mmụọ,trust,0.664
accept,nabata,NA,nabata,trust,0.664
specialist,ọkachamara,NA,ọkachamara,trust,0.664
guidebook,akwụkwọ ntuziaka,NA,akwụkwọ ntuziaka,trust,0.664
strengthening,na -ewusi ike,NA,na -ewusi ike,trust,0.661
counsel,ndụmọdụ,NA,ndụmọdụ,trust,0.656
favorable,mma,NA,mma,trust,0.656
proficiency,nka,NA,nka,trust,0.656
steadfast,na -eguzosi ike,NA,na -eguzosi ike,trust,0.656
holiness,ịdị nsọ,NA,ịdị nsọ,trust,0.656
scientific,sayensị,NA,sayensị,trust,0.656
warranty,akwụkwọ ikike,NA,akwụkwọ ikike,trust,0.656
facts,eziokwu,NA,eziokwu,trust,0.656
constancy,agbanwe agbanwe,NA,agbanwe agbanwe,trust,0.656
structure,nhazi,NA,nhazi,trust,0.656
familiar,maara,NA,maara,trust,0.656
elder,okenye,NA,okenye,trust,0.656
achieve,nweta,NA,nweta,trust,0.656
relationship,mmekọrịta,NA,mmekọrịta,trust,0.656
excellent,magburu onwe ya,NA,magburu onwe ya,trust,0.656
gentleman,nwa amadi,NA,nwa amadi,trust,0.656
strength,ike,NA,ike,trust,0.656
supports,na -akwado,NA,na -akwado,trust,0.656
defended,gbachitere,NA,gbachitere,trust,0.656
agreed,kwetara,NA,kwetara,trust,0.648
heroism,heroism,dike,dike,trust,0.648
inspiration,n'ike mmụọ nsọ,NA,n'ike mmụọ nsọ,trust,0.648
noble,dị mma,NA,dị mma,trust,0.648
comrade,onye ibe,NA,onye ibe,trust,0.648
matrimony,alụmdi na nwunye,NA,alụmdi na nwunye,trust,0.648
counselor,onye ndụmọdụ,NA,onye ndụmọdụ,trust,0.648
assuredly,n'ezie,NA,n'ezie,trust,0.648
rely,dabere,NA,dabere,trust,0.648
solidarity,ịdị n'otu,NA,ịdị n'otu,trust,0.648
accepts,na -anabata,NA,na -anabata,trust,0.648
lovable,na -ahụ n'anya,NA,na -ahụ n'anya,trust,0.648
advisable,dị mma,NA,dị mma,trust,0.648
peaceful,n'udo,NA,n'udo,trust,0.648
academic,agụmakwụkwọ,NA,agụmakwụkwọ,trust,0.648
competency,ikike,NA,ikike,trust,0.648
brother,nwanne nwoke,NA,nwanne nwoke,trust,0.648
assist,nyere aka,NA,nyere aka,trust,0.648
successful,ihe ịga nke ọma,NA,ihe ịga nke ọma,trust,0.648
harmony,nkwekọrịta,NA,nkwekọrịta,trust,0.648
protective,nchedo,NA,nchedo,trust,0.648
saint,senti,NA,senti,trust,0.648
uphold,kwadoo,NA,kwadoo,trust,0.648
unconditionally,na -enweghị ntụpọ,NA,na -enweghị ntụpọ,trust,0.648
worthy,kwesiri,NA,kwesiri,trust,0.643
assure,obi sie,NA,obi sie,trust,0.641
lawful,iwu kwadoro,NA,iwu kwadoro,trust,0.641
judiciary,ọkàikpe,NA,ọkàikpe,trust,0.641
conscientious,akọ na uche,NA,akọ na uche,trust,0.641
teacher,onye nkuzi,NA,onye nkuzi,trust,0.641
mamma,mma,NA,mma,trust,0.641
relationships,mmekọrịta,NA,mmekọrịta,trust,0.641
doctor,dọkịta,NA,dọkịta,trust,0.641
confidence,obi ike,NA,obi ike,trust,0.641
leading,na -eduga,NA,na -eduga,trust,0.641
kind,obi oma,NA,obi oma,trust,0.641
establish,guzosie ike,NA,guzosie ike,trust,0.641
loving,ịhụnanya,NA,ịhụnanya,trust,0.641
benefactor,onye enyemaka,NA,onye enyemaka,trust,0.641
ordained,chiri echichi,NA,chiri echichi,trust,0.641
real,n'ezie,NA,n'ezie,trust,0.641
durability,anwụ ngwa ngwa,NA,anwụ ngwa ngwa,trust,0.641
coexist,ibikọ ọnụ,NA,ibikọ ọnụ,trust,0.641
credence,nkwenye,NA,nkwenye,trust,0.641
unity,ịdị n'otu,NA,ịdị n'otu,trust,0.641
legal,iwu,NA,iwu,trust,0.641
champion,onye mmeri,NA,onye mmeri,trust,0.641
intimate,mmekorita,NA,mmekorita,trust,0.634
endorse,kwadoro,NA,kwadoro,trust,0.633
judicial,ikpe,NA,ikpe,trust,0.633
fidelity,ikwesị ntụkwasị obi,NA,ikwesị ntụkwasị obi,trust,0.633
therapeutic,ọgwụgwọ,NA,ọgwụgwọ,trust,0.633
homage,ofufe,NA,ofufe,trust,0.633
important,dị mkpa,NA,dị mkpa,trust,0.633
fortitude,obi ike,NA,obi ike,trust,0.633
soundness,ịdị mma,NA,ịdị mma,trust,0.633
backbone,ọkpụkpụ azụ,NA,ọkpụkpụ azụ,trust,0.633
practiced,eme,NA,eme,trust,0.633
aspiration,ọchịchọ,NA,ọchịchọ,trust,0.633
conscience,akọ na uche,NA,akọ na uche,trust,0.633
saintly,senti,NA,senti,trust,0.633
legitimacy,izi ezi,NA,izi ezi,trust,0.633
bless,gozie,NA,gozie,trust,0.633
devotional,ofufe,NA,ofufe,trust,0.633
physician,dibịa,NA,dibịa,trust,0.633
courageous,nwere obi ike,NA,nwere obi ike,trust,0.633
sanctification,ido nsọ,NA,ido nsọ,trust,0.633
hopeful,olile anya,NA,olile anya,trust,0.633
deepest,miri emi,NA,miri emi,trust,0.633
approved,nwapụtara,NA,nwapụtara,trust,0.633
brotherly,nwanne nwoke,NA,nwanne nwoke,trust,0.633
authorize,nye ikike,NA,nye ikike,trust,0.633
convincing,na -ekwenye ekwenye,NA,na -ekwenye ekwenye,trust,0.633
blessing,ngọzi,NA,ngọzi,trust,0.625
fireman,onye ọkụ ọkụ,NA,onye ọkụ ọkụ,trust,0.625
angel,mmụọ ozi,NA,mmụọ ozi,trust,0.625
beliefs,nkwenkwe,NA,nkwenkwe,trust,0.625
accurate,ziri ezi,NA,ziri ezi,trust,0.625
assured,kwere nkwa,NA,kwere nkwa,trust,0.625
achievement,mmezu,NA,mmezu,trust,0.625
profound,miri emi,NA,miri emi,trust,0.625
authorization,ikike,NA,ikike,trust,0.625
majestic,dị ebube,NA,dị ebube,trust,0.625
professorship,prọfesọ,NA,prọfesọ,trust,0.625
communication,nkwukọrịta,NA,nkwukọrịta,trust,0.625
positivity,positivity,kedimma,kedimma,trust,0.625
certify,ichere,NA,ichere,trust,0.625
caretaker,onye nlekọta,NA,onye nlekọta,trust,0.625
civilized,mepere anya,NA,mepere anya,trust,0.625
engaged,kwere nkwa,NA,kwere nkwa,trust,0.625
regard,nkwanye ugwu,NA,nkwanye ugwu,trust,0.625
purify,dị ọcha,NA,dị ọcha,trust,0.625
wonderful,magburu onwe ya,NA,magburu onwe ya,trust,0.625
encourage,gbaa ume,NA,gbaa ume,trust,0.625
evident,putara ihe,NA,putara ihe,trust,0.625
appreciation,ekele,NA,ekele,trust,0.617
commend,jaa mma,NA,jaa mma,trust,0.617
reassure,mesie ike,NA,mesie ike,trust,0.617
approvement,nkwenye,NA,nkwenye,trust,0.617
heroine,dike,NA,dike,trust,0.617
unimpeachable,enweghị ike ịbịaru nso,NA,enweghị ike ịbịaru nso,trust,0.617
triumphant,mmeri,NA,mmeri,trust,0.617
rational,ezi uche,NA,ezi uche,trust,0.617
haven,ogige mmiri,NA,ogige mmiri,trust,0.617
truce,ngwu,NA,ngwu,trust,0.617
constantly,mgbe niile,NA,mgbe niile,trust,0.617
attentive,na -ege ntị,NA,na -ege ntị,trust,0.617
advice,ndụmọdụ,NA,ndụmọdụ,trust,0.617
gospel,ozioma,NA,ozioma,trust,0.617
passionate,omiiko,NA,omiiko,trust,0.617
believer,onye kwere ekwe,NA,onye kwere ekwe,trust,0.617
planning,atụmatụ,NA,atụmatụ,trust,0.617
optimism,nchekwube,NA,nchekwube,trust,0.617
good,mma,NA,mma,trust,0.617
testament,agba,NA,agba,trust,0.617
