word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
surrender,mika wuya,miƙa wuya,miƙa wuya,sadness,0.453
inability,rashin iyawa,NA,rashin iyawa,sadness,0.453
criticise,zargi,NA,zargi,sadness,0.453
doldrums,doldrums,tsayawa cak,tsayawa cak,sadness,0.453
tribulation,tsanani,NA,tsanani,sadness,0.453
frown,yamutse fuska,NA,yamutse fuska,sadness,0.453
gone,tafi,NA,tafi,sadness,0.453
wrongly,kuskure,NA,kuskure,sadness,0.453
avalanche,ambaliyar ruwa,NA,ambaliyar ruwa,sadness,0.453
memorials,abubuwan tunawa,NA,abubuwan tunawa,sadness,0.453
invade,mamayewa,NA,mamayewa,sadness,0.453
bittersweet,mai daci,mai ɗaci,mai ɗaci,sadness,0.453
vulgarity,alfasha,NA,alfasha,sadness,0.453
despotism,son zuciya,NA,son zuciya,sadness,0.453
worse,mafi muni,NA,mafi muni,sadness,0.453
foreclose,rufewa,NA,rufewa,sadness,0.453
upheaval,tashin hankali,NA,tashin hankali,sadness,0.453
scarcity,karanci,ƙaranci,ƙaranci,sadness,0.453
fell,fadi,faɗi,faɗi,sadness,0.453
discriminate,nuna bambanci,NA,nuna bambanci,sadness,0.453
revolver,revolver,bindiga,bindiga,sadness,0.453
wreck,rushewa,NA,rushewa,sadness,0.453
perplexity,rudani,ruɗani,ruɗani,sadness,0.453
lowly,kaskantattu,NA,kaskantattu,sadness,0.448
guillotine,guillotine,injin sare kai,injin sare kai,sadness,0.446
lone,kadai,kaɗai,kaɗai,sadness,0.446
encumbrance,rashin ƙarfi,NA,rashin ƙarfi,sadness,0.441
annulment,sokewa,NA,sokewa,sadness,0.44
bummer,bummer,haushi,haushi,sadness,0.439
confinement,tsarewa,NA,tsarewa,sadness,0.439
badday,ranan,rana marar kyau,rana marar kyau,sadness,0.439
delirious,m,ruɗewa,ruɗewa,sadness,0.439
rejects,ya ƙaryata,NA,ya ƙaryata,sadness,0.438
paucity,rashin wadata,NA,rashin wadata,sadness,0.438
futile,banza,NA,banza,sadness,0.438
dislocated,kauracewa,ƙauracewa,ƙauracewa,sadness,0.438
detainee,wanda aka tsare,NA,wanda aka tsare,sadness,0.438
appendicitis,appendicitis,afendis,afendis,sadness,0.438
ghetto,ghetto,unguwar talakawa,unguwar talakawa,sadness,0.438
blues,blues,jin ɓacin rai,jin ɓacin rai,sadness,0.438
problem,matsala,NA,matsala,sadness,0.438
insignificant,maras muhimmanci,NA,maras muhimmanci,sadness,0.438
disconnected,katsewa,NA,katsewa,sadness,0.438
departure,tashi,NA,tashi,sadness,0.438
cancellation,sokewa,NA,sokewa,sadness,0.438
restriction,ƙuntatawa,NA,ƙuntatawa,sadness,0.438
forbid,hana,NA,hana,sadness,0.438
lunacy,hauka,NA,hauka,sadness,0.438
sympathize,tausaya,NA,tausaya,sadness,0.438
abscess,ƙurji,NA,ƙurji,sadness,0.438
insolvency,rashin kunya,NA,rashin kunya,sadness,0.438
apathetic,rashin tausayi,NA,rashin tausayi,sadness,0.438
bum,bum,mutum marar gida,mutum marar gida,sadness,0.438
imprudent,m,rashin fahimta,rashin fahimta,sadness,0.438
underpaid,kasa biya,NA,kasa biya,sadness,0.438
deflate,ɓata,NA,ɓata,sadness,0.438
pensive,m,tunani mai tsanani,tunani mai tsanani,sadness,0.438
absent,babu,NA,babu,sadness,0.438
darkened,ya yi duhu,NA,ya yi duhu,sadness,0.438
farewell,bankwana,NA,bankwana,sadness,0.438
unattainable,wanda ba a iya kaiwa gare shi,NA,wanda ba a iya kaiwa gare shi,sadness,0.438
lethargy,rashin barci,NA,rashin barci,sadness,0.438
animosity,ƙiyayya,NA,ƙiyayya,sadness,0.438
disapproving,rashin yarda,NA,rashin yarda,sadness,0.438
stigma,wulakanci,wulaƙanci,wulaƙanci,sadness,0.438
indigent,matalauta,NA,matalauta,sadness,0.438
diminish,ragewa,NA,ragewa,sadness,0.438
coercion,tilastawa,NA,tilastawa,sadness,0.438
emotional,motsin rai,NA,motsin rai,sadness,0.438
fugitive,mai gudun hijira,NA,mai gudun hijira,sadness,0.438
disapproved,ba a yarda ba,NA,ba a yarda ba,sadness,0.438
disagreement,rashin jituwa,NA,rashin jituwa,sadness,0.438
disqualified,wanda bai cancanta ba,NA,wanda bai cancanta ba,sadness,0.435
bothering,damuwa,NA,damuwa,sadness,0.435
tripping,tafiya,NA,tafiya,sadness,0.429
sunk,nutse,NA,nutse,sadness,0.426
draining,malala,NA,malala,sadness,0.424
varicella,varicella,ƙarambau,ƙarambau,sadness,0.424
lastday,ranar karshe,ranar ƙarshe,ranar ƙarshe,sadness,0.424
retribution,azaba,NA,azaba,sadness,0.424
haunted,haunted,wurin fatalwa,wurin fatalwa,sadness,0.422
unwelcome,maraba,NA,maraba,sadness,0.422
handicap,nakasasshe,NA,nakasasshe,sadness,0.422
unequal,ba daidai ba,NA,ba daidai ba,sadness,0.422
cyst,mafitsara,NA,mafitsara,sadness,0.422
insolvent,rashin cin nasara,NA,rashin cin nasara,sadness,0.422
thief,barawo,ɓarawo,ɓarawo,sadness,0.422
deviation,karkacewa,NA,karkacewa,sadness,0.422
jarring,jarring,firgitar jiki,firgitar jiki,sadness,0.422
neuralgia,neuralgia,lalacewar jijiyoyi,lalacewar jijiyoyi,sadness,0.422
scarce,karanci,ƙaranci,ƙaranci,sadness,0.422
wrongdoing,zalunci,NA,zalunci,sadness,0.422
rip,tsage,NA,tsage,sadness,0.422
bad,mara kyau,NA,mara kyau,sadness,0.422
dispassionate,m,mai jaraba,mai jaraba,sadness,0.422
cutting,yankan,yanka,yanka,sadness,0.422
cardiomyopathy,cardiomyopathy,cutar tsokar zuciya,cutar tsokar zuciya,sadness,0.422
falling,fadowa,faɗowa,faɗowa,sadness,0.422
beggar,maroki,NA,maroki,sadness,0.422
difficulties,matsaloli,NA,matsaloli,sadness,0.421
drab,zagi,NA,zagi,sadness,0.42
invader,mai mamayewa,NA,mai mamayewa,sadness,0.42
fall,faduwa,faɗuwa,faɗuwa,sadness,0.418
illegitimate,shege,NA,shege,sadness,0.416
expel,korar,kora,kora,sadness,0.414
meaningless,m,marar ma'ana,marar ma'ana,sadness,0.409
darkness,duhu,NA,duhu,sadness,0.409
syncope,syncope,suma,suma,sadness,0.407
fault,laifi,NA,laifi,sadness,0.406
confine,tsare,NA,tsare,sadness,0.406
stroke,bugun jini,NA,bugun jini,sadness,0.406
obnoxious,m,marar daɗi sosai,marar daɗi sosai,sadness,0.406
hoax,yaudara,NA,yaudara,sadness,0.406
wildfire,wutar daji,NA,wutar daji,sadness,0.406
subjected,hjectedre,mallakar dole,mallakar dole,sadness,0.406
precarious,m,mai haɗari,mai haɗari,sadness,0.406
darken,yi duhu,NA,yi duhu,sadness,0.406
fury,fushi,NA,fushi,sadness,0.406
feudalism,feudalism,tsarin feudalism,tsarin feudalism,sadness,0.406
enmity,ƙiyayya,NA,ƙiyayya,sadness,0.406
fatigued,gajiya,NA,gajiya,sadness,0.406
bitch,karkiya,NA,karkiya,sadness,0.406
unsatisfied,rashin gamsuwa,NA,rashin gamsuwa,sadness,0.405
spank,spank,mari,mari,sadness,0.403
sigh,huci,NA,huci,sadness,0.402
deluge,ambaliya,NA,ambaliya,sadness,0.402
spinster,dan wasa,ɗan wasa,ɗan wasa,sadness,0.4
needalife,rayuwar bukata,rayuwar buƙata,rayuwar buƙata,sadness,0.398
owing,saboda,NA,saboda,sadness,0.398
pitfall,rami,NA,rami,sadness,0.394
pointless,m,mara ma'ana,mara ma'ana,sadness,0.394
seriousness,muhimmancin,NA,muhimmancin,sadness,0.394
embarrass,kunya,NA,kunya,sadness,0.394
trickery,wayo,NA,wayo,sadness,0.391
dwarfed,dwarfed,wada,wada,sadness,0.391
ravenous,ravenous,matsananciyar yunwa,matsananciyar yunwa,sadness,0.391
punch,naushi,NA,naushi,sadness,0.391
noose,sannu,NA,sannu,sadness,0.391
feeble,m,rashin hali,rashin hali,sadness,0.391
debt,bashi,NA,bashi,sadness,0.391
daemon,aljannu,NA,aljannu,sadness,0.391
reproach,zargi,NA,zargi,sadness,0.391
stretcher,shimfiɗa,NA,shimfiɗa,sadness,0.391
condescension,ƙasƙantar da kai,NA,ƙasƙantar da kai,sadness,0.391
coldness,sanyi,NA,sanyi,sadness,0.391
banshee,banshee,aljanar banshee,aljanar banshee,sadness,0.391
refused,ya ki,NA,ya ki,sadness,0.391
ifonly,ifonly,idan kawai,idan kawai,sadness,0.391
insulting,zagi,NA,zagi,sadness,0.391
inefficient,m,rashin inganci,rashin inganci,sadness,0.391
exhausted,gajiya,NA,gajiya,sadness,0.391
ineptitude,rashin hankali,NA,rashin hankali,sadness,0.391
rue,ruda,ruɗa,ruɗa,sadness,0.391
monsoon,damina,NA,damina,sadness,0.391
brute,zalunci,NA,zalunci,sadness,0.391
cage,keji,NA,keji,sadness,0.391
subvert,subvert,rushe ikon hukuma,rushe ikon hukuma,sadness,0.384
jealousy,kishi,NA,kishi,sadness,0.382
geriatric,geriatric,mai alaƙa da tsufa,mai alaƙa da tsufa,sadness,0.379
struggle,gwagwarmaya,NA,gwagwarmaya,sadness,0.379
miss,miss,rasa,rasa,sadness,0.379
inexcusable,uzuri,NA,uzuri,sadness,0.379
ashes,toka,NA,toka,sadness,0.377
descent,zuriya,NA,zuriya,sadness,0.377
entangled,a haɗe,NA,a haɗe,sadness,0.377
blackness,baki,baƙi,baƙi,sadness,0.375
inferior,na baya,NA,na baya,sadness,0.375
landslide,zaftarewar kasa,zaftarewar ƙasa,zaftarewar ƙasa,sadness,0.375
sucks,tsotsa,NA,tsotsa,sadness,0.375
oust,fitar,NA,fitar,sadness,0.375
funk,funk,kiɗan funk,kiɗan funk,sadness,0.375
withdraw,janye,NA,janye,sadness,0.375
goodbye,sannu da zuwa,NA,sannu da zuwa,sadness,0.375
exhaustion,gajiya,NA,gajiya,sadness,0.375
overcast,girgije,NA,girgije,sadness,0.375
disqualify,cancanta,NA,cancanta,sadness,0.375
scar,tabo,NA,tabo,sadness,0.375
dispel,kore,NA,kore,sadness,0.375
prostitution,karuwanci,NA,karuwanci,sadness,0.375
parting,rabuwa,NA,rabuwa,sadness,0.375
sympathy,tausayi,NA,tausayi,sadness,0.375
rabid,rabid,tsaurin ra'ayi,tsaurin ra'ayi,sadness,0.375
slump,raguwa,NA,raguwa,sadness,0.375
inconsiderate,rashin tunani,NA,rashin tunani,sadness,0.375
noncompliance,rashin biyayya,NA,rashin biyayya,sadness,0.375
wasting,wasting,ɓatawa,ɓatawa,sadness,0.375
murky,m,marar ɗa'a,marar ɗa'a,sadness,0.375
unattractive,maras kyau,NA,maras kyau,sadness,0.373
delay,jinkiri,NA,jinkiri,sadness,0.373
apologize,yi hakuri,yi haƙuri,yi haƙuri,sadness,0.37
crazy,mahaukaci,NA,mahaukaci,sadness,0.368
bastard,banza,NA,banza,sadness,0.366
deteriorated,ya lalace,NA,ya lalace,sadness,0.365
inter,inter,binnewa,binnewa,sadness,0.364
empty,komai,NA,komai,sadness,0.364
mocking,izgili,NA,izgili,sadness,0.363
adder,adda,maciji,maciji,sadness,0.361
fruitless,marasa 'ya'ya,NA,marasa 'ya'ya,sadness,0.359
plaintive,mai gabatar da kara,mai gabatar da ƙara,mai gabatar da ƙara,sadness,0.359
unemployed,marasa aikin yi,NA,marasa aikin yi,sadness,0.359
fuss,hayaniya,NA,hayaniya,sadness,0.359
servile,hidima,NA,hidima,sadness,0.359
lockup,kullewa,NA,kullewa,sadness,0.359
flounder,fama,NA,fama,sadness,0.359
arraignment,gurfanarwa,NA,gurfanarwa,sadness,0.359
unsuccessful,rashin nasara,NA,rashin nasara,sadness,0.359
inefficiency,rashin iya aiki,NA,rashin iya aiki,sadness,0.359
consecration,keɓewa,NA,keɓewa,sadness,0.359
obesity,kiba,ƙiba,ƙiba,sadness,0.359
hindering,hanawa,NA,hanawa,sadness,0.359
fainting,suma,NA,suma,sadness,0.359
unable,iyawa,NA,iyawa,sadness,0.359
misunderstanding,rashin fahimta,NA,rashin fahimta,sadness,0.359
disconnect,cire haɗin,gazawar fahimta,gazawar fahimta,sadness,0.359
austere,m,takura,takura,sadness,0.359
wrangling,rigima,NA,rigima,sadness,0.359
taunt,zagi,NA,zagi,sadness,0.359
tremor,rawar jiki,NA,rawar jiki,sadness,0.359
affront,cin mutunci,NA,cin mutunci,sadness,0.359
corse,m,gawa,gawa,sadness,0.359
defendant,wanda ake tuhuma,NA,wanda ake tuhuma,sadness,0.359
unpopular,maras so,NA,maras so,sadness,0.359
idiocy,wawa,NA,wawa,sadness,0.359
doubt,shakka,NA,shakka,sadness,0.359
perpetrator,mai aikatawa,NA,mai aikatawa,sadness,0.359
numbness,numbness,rashin jin daɗi a jiki,rashin jin daɗi a jiki,sadness,0.359
hunter,mafarauci,NA,mafarauci,sadness,0.359
unrest,tashin hankali,NA,tashin hankali,sadness,0.351
absentee,ba ya nan,NA,ba ya nan,sadness,0.348
wimpy,wimpy,ragon maza,ragon maza,sadness,0.348
intervention,tsoma baki,NA,tsoma baki,sadness,0.348
spoiler,mai ɓarna,NA,mai ɓarna,sadness,0.348
waste,sharar gida,NA,sharar gida,sadness,0.348
flaw,aibi,NA,aibi,sadness,0.347
blindly,makafi,a makance,a makance,sadness,0.344
cumbersome,m,mai jinkiri,mai jinkiri,sadness,0.344
thrash,bugawa,NA,bugawa,sadness,0.344
militia,'yan bindiga,NA,'yan bindiga,sadness,0.344
lawsuit,karar,ƙara,ƙara,sadness,0.344
detention,tsare,NA,tsare,sadness,0.344
uninspired,ba a yi wahayi ba,NA,ba a yi wahayi ba,sadness,0.344
desert,hamada,NA,hamada,sadness,0.344
uninvited,ba a gayyata ba,NA,ba a gayyata ba,sadness,0.344
attenuation,attenuation,koɗewa,koɗewa,sadness,0.344
litigate,yi kara,yi ƙara,yi ƙara,sadness,0.344
intercede,c interto,ceto,ceto,sadness,0.344
furrow,furrow,kunya,kunya,sadness,0.344
lagging,m,koma-baya,koma-baya,sadness,0.344
forfeit,yi hasara,NA,yi hasara,sadness,0.344
stained,najasa,NA,najasa,sadness,0.344
surgery,tiyata,NA,tiyata,sadness,0.344
plea,roƙo,NA,roƙo,sadness,0.344
specter,kallo,NA,kallo,sadness,0.344
resigned,yayi murabus,ya yi murabus,ya yi murabus,sadness,0.344
unaccountable,wanda ba a iya lissafi,NA,wanda ba a iya lissafi,sadness,0.339
mishap,mishap,haɗarin rashin sa'a,haɗarin rashin sa'a,sadness,0.338
probation,jarrabawa,NA,jarrabawa,sadness,0.336
disagreeing,sabani,saɓani,saɓani,sadness,0.333
severance,rabuwa,NA,rabuwa,sadness,0.333
endless,mara iyaka,NA,mara iyaka,sadness,0.328
soreness,ciwo,NA,ciwo,sadness,0.328
dependence,dogaro,NA,dogaro,sadness,0.328
unacceptable,mara yarda,NA,mara yarda,sadness,0.328
adrift,m,rashin nasara,rashin nasara,sadness,0.328
leave,bar,NA,bar,sadness,0.328
bondage,bauta,NA,bauta,sadness,0.328
unacknowledged,ba a yarda ba,NA,ba a yarda ba,sadness,0.328
nepotism,son zuciya,NA,son zuciya,sadness,0.328
squall,tsautsayi,NA,tsautsayi,sadness,0.328
nether,ko kadan,ko kaɗan,ko kaɗan,sadness,0.328
bacteria,kwayoyin cuta,ƙwayoyin cuta,ƙwayoyin cuta,sadness,0.328
incompetent,m,rashin iyawa,rashin iyawa,sadness,0.328
disallowed,an hana,NA,an hana,sadness,0.328
sterile,bakararre,NA,bakararre,sadness,0.328
scold,tsawata,NA,tsawata,sadness,0.327
flaccid,m,rashin kuzari,rashin kuzari,sadness,0.324
hobo,hobo,marar gida,marar gida,sadness,0.323
fragile,m,faɗi-ka-mutu,faɗi-ka-mutu,sadness,0.319
stingy,mai rowa,NA,mai rowa,sadness,0.319
sue,kai ƙara,kai ƙara,kai ƙara,sadness,0.318
scarcely,da kyar,da ƙyar,da ƙyar,sadness,0.318
inhibit,hana,NA,hana,sadness,0.312
committal,alkawari,alƙawari,alƙawari,sadness,0.312
nonsensical,marasa ma'ana,NA,marasa ma'ana,sadness,0.312
evanescence,evanescence,ɓacewa,ɓacewa,sadness,0.312
thresh,busa,NA,busa,sadness,0.312
skid,skid,zamiya,zamiya,sadness,0.312
mistake,kuskure,NA,kuskure,sadness,0.312
wan,wan,dariya,dariya,sadness,0.312
defy,sabawa,NA,sabawa,sadness,0.312
ulcer,miki,NA,miki,sadness,0.312
nostalgia,nostaljiya,begen baya,begen baya,sadness,0.312
hamstring,cinya,NA,cinya,sadness,0.312
fatty,m,mai kitse,mai kitse,sadness,0.312
clouded,girgije,NA,girgije,sadness,0.312
conceal,boye,NA,boye,sadness,0.311
blemish,lahani,NA,lahani,sadness,0.31
resisting,tsayayya,NA,tsayayya,sadness,0.309
sympathetic,mai tausayi,NA,mai tausayi,sadness,0.307
bugaboo,buguwa,NA,buguwa,sadness,0.304
opium,opium,hodar iblis,hodar iblis,sadness,0.303
confess,furta,NA,furta,sadness,0.303
alas,kash,NA,kash,sadness,0.302
subsidence,talauci,NA,talauci,sadness,0.297
halting,tsayawa,NA,tsayawa,sadness,0.297
suppress,danniya,NA,danniya,sadness,0.297
mislead,yaudara,NA,yaudara,sadness,0.297
migraine,ciwon kai,NA,ciwon kai,sadness,0.297
incase,incase,idan,idan,sadness,0.297
inappropriate,bai dace ba,NA,bai dace ba,sadness,0.297
incompatible,m,rashin jituwa,rashin jituwa,sadness,0.297
wrinkled,wrinkled,yamutsewa,yamutsewa,sadness,0.297
dull,maras ban sha'awa,NA,maras ban sha'awa,sadness,0.297
weak,mai rauni,NA,mai rauni,sadness,0.297
discontinuity,katsewa,NA,katsewa,sadness,0.297
toocold,da yawa,NA,da yawa,sadness,0.297
setback,koma baya,NA,koma baya,sadness,0.297
hermit,mugu,NA,mugu,sadness,0.296
moving,motsi,NA,motsi,sadness,0.295
shrink,ji ƙyama,NA,ji ƙyama,sadness,0.295
shiver,rawar jiki,NA,rawar jiki,sadness,0.291
unimportant,maras muhimmanci,NA,maras muhimmanci,sadness,0.288
constraint,ƙuntatawa,NA,ƙuntatawa,sadness,0.288
tramp,tarko,NA,tarko,sadness,0.288
rubble,tarkace,NA,tarkace,sadness,0.282
negro,negro,baƙar fata,baƙar fata,sadness,0.281
adverse,m,illa,illa,sadness,0.281
senseless,m,rashin hankali,rashin hankali,sadness,0.281
grey,launin toka,NA,launin toka,sadness,0.281
confession,ikirari,iƙirari,iƙirari,sadness,0.281
down,ƙasa,NA,ƙasa,sadness,0.281
taint,lalata,NA,lalata,sadness,0.281
revoke,soke,NA,soke,sadness,0.281
unseat,rashin kwanciyar hankali,NA,rashin kwanciyar hankali,sadness,0.281
excluding,banda,ban da,ban da,sadness,0.281
flinch,karkace,NA,karkace,sadness,0.281
grumpy,m,mugun hali,mugun hali,sadness,0.281
timid,m,mai kawaici,mai kawaici,sadness,0.281
shortage,kasawa,NA,kasawa,sadness,0.281
overdue,jinkiri,NA,jinkiri,sadness,0.281
scrapie,scrapie,ƙurajen tumaki,ƙurajen tumaki,sadness,0.281
wearily,gajiya,NA,gajiya,sadness,0.281
remove,cire,NA,cire,sadness,0.281
apathy,rashin tausayi,NA,rashin tausayi,sadness,0.281
flop,flop,kasawa gabaɗaya,kasawa gabaɗaya,sadness,0.281
knell,durƙusa,NA,durƙusa,sadness,0.275
throb,buga,NA,buga,sadness,0.273
jurisprudence,fikihu,fiƙihu,fiƙihu,sadness,0.273
confusion,rudani,NA,rudani,sadness,0.273
humbled,kaskantar da kai,ƙasƙantar da kai,ƙasƙantar da kai,sadness,0.273
soldier,soja,NA,soja,sadness,0.273
gray,launin toka,NA,launin toka,sadness,0.269
lax,lax,sako-sako,sako-sako,sadness,0.266
eternity,dawwama,NA,dawwama,sadness,0.266
obstacle,cikas,NA,cikas,sadness,0.266
drifted,drifted,karkata,karkata,sadness,0.266
leaving,barin,NA,barin,sadness,0.266
remiss,gafartawa,NA,gafartawa,sadness,0.266
shack,shack,dadiro,dadiro,sadness,0.266
mixedemotions,motsin zuciyarmu,NA,motsin zuciyarmu,sadness,0.266
unrealistic,m,marar tabbatuwa,marar tabbatuwa,sadness,0.266
slur,slur,maganar wulaƙanci,maganar wulaƙanci,sadness,0.266
inconvenient,m,ƙuntata,ƙuntata,sadness,0.263
misrepresentation,ba da gaskiya,NA,ba da gaskiya,sadness,0.259
restrict,ƙuntata,NA,ƙuntata,sadness,0.259
stagnant,m,tawaya,tawaya,sadness,0.259
disservice,rashin aiki,NA,rashin aiki,sadness,0.258
nosun,nosun,babu rana,babu rana,sadness,0.255
backwater,ruwan baya,NA,ruwan baya,sadness,0.255
wilderness,daji,NA,daji,sadness,0.255
pine,pine,itacen pine,itacen pine,sadness,0.25
labored,aiki,NA,aiki,sadness,0.25
speculation,hasashe,NA,hasashe,sadness,0.25
tempest,guguwa,NA,guguwa,sadness,0.25
bang,bang,amo mai kaifi,amo mai kaifi,sadness,0.25
gullible,m,saurin yaudara,saurin yaudara,sadness,0.25
anchorage,anga,NA,anga,sadness,0.25
incomplete,bai cika ba,NA,bai cika ba,sadness,0.25
wasteful,m,almubazzaranci,almubazzaranci,sadness,0.25
communism,kwaminisanci,NA,kwaminisanci,sadness,0.25
error,kuskure,NA,kuskure,sadness,0.25
undying,m,dawwamamme,dawwamamme,sadness,0.25
uneducated,marasa ilimi,NA,marasa ilimi,sadness,0.25
humbug,humbug,sadarwar yaudara,sadarwar yaudara,sadness,0.25
unexplained,ba a bayyana ba,NA,ba a bayyana ba,sadness,0.25
rainyday,ruwan sama,ranar ruwa,ranar ruwa,sadness,0.242
demonstrative,mai nunawa,NA,mai nunawa,sadness,0.242
melodrama,melodrama,kurman wasan kwaikwayo,kurman wasan kwaikwayo,sadness,0.242
necessity,larura,NA,larura,sadness,0.236
boredom,rashin nishaɗi,NA,rashin nishaɗi,sadness,0.235
void,fanko,NA,fanko,sadness,0.234
uninteresting,m,rashin sha'awa,rashin sha'awa,sadness,0.234
burke,burki,NA,burki,sadness,0.234
depart,tashi,NA,tashi,sadness,0.234
healing,waraka,NA,waraka,sadness,0.234
warp,warp,lanƙwasa,lanƙwasa,sadness,0.234
cancel,soke,NA,soke,sadness,0.234
sentence,hukunci,NA,hukunci,sadness,0.234
cloudy,girgije,NA,girgije,sadness,0.234
misty,m,ciccikowar ido,ciccikowar ido,sadness,0.234
blockade,toshewa,NA,toshewa,sadness,0.234
foggy,hazo,NA,hazo,sadness,0.234
pale,kodadde,koɗaɗɗe,koɗaɗɗe,sadness,0.234
trash,datti,NA,datti,sadness,0.234
hollow,m,holoƙo,holoƙo,sadness,0.234
case,hali,NA,hali,sadness,0.228
rainy,ruwan sama,NA,ruwan sama,sadness,0.227
uninterested,ba ruwansa,NA,ba ruwansa,sadness,0.223
onerous,m,wajibai masu nauyi,wajibai masu nauyi,sadness,0.223
bottom,kasa,ƙasa,ƙasa,sadness,0.223
fasting,azumi,NA,azumi,sadness,0.22
thirst,ƙishirwa,NA,ƙishirwa,sadness,0.219
discolored,canza launi,NA,canza launi,sadness,0.219
indifference,halin ko in kula,NA,halin ko in kula,sadness,0.219
boooo,ku,NA,ku,sadness,0.219
blunder,kuskure,NA,kuskure,sadness,0.219
coping,jimrewa,jurewa,jurewa,sadness,0.219
pious,ibada,NA,ibada,sadness,0.219
cocaine,hodar iblis,NA,hodar iblis,sadness,0.218
tough,tauri,NA,tauri,sadness,0.212
arid,m,rashin sha'awa,rashin sha'awa,sadness,0.203
hoary,mahaukaci,NA,mahaukaci,sadness,0.203
sprain,guguwa,NA,guguwa,sadness,0.203
lower,ƙananan,ƙanana,ƙanana,sadness,0.203
chargeable,mai caji,NA,mai caji,sadness,0.203
sluggish,m,jinkiri,jinkiri,sadness,0.203
yucky,yucky,abin ƙyama,abin ƙyama,sadness,0.203
revolution,juyin juya hali,NA,juyin juya hali,sadness,0.203
fat,mai,NA,mai,sadness,0.203
chilly,sanyi,NA,sanyi,sadness,0.203
wanting,so,NA,so,sadness,0.202
progression,ci gaba,NA,ci gaba,sadness,0.201
closure,rufewa,NA,rufewa,sadness,0.195
unbeaten,rashin nasara,NA,rashin nasara,sadness,0.193
meh,muh,bayyana rashin sha'awa,bayyana rashin sha'awa,sadness,0.188
rumor,jita -jita,NA,jita -jita,sadness,0.188
invalid,mara inganci,NA,mara inganci,sadness,0.188
veal,naman maraƙi,NA,naman maraƙi,sadness,0.188
retirement,ritaya,NA,ritaya,sadness,0.188
cataract,cataract,yanar ido,yanar ido,sadness,0.188
heartfelt,mai zuciya,har zuciya,har zuciya,sadness,0.188
rack,tara,NA,tara,sadness,0.188
interrupted,katsewa,NA,katsewa,sadness,0.188
halter,tsaya,NA,tsaya,sadness,0.188
cold,sanyi,NA,sanyi,sadness,0.188
splitting,tsagewa,NA,tsagewa,sadness,0.188
oddity,ban mamaki,NA,ban mamaki,sadness,0.188
tease,tsokana,NA,tsokana,sadness,0.188
concerned,damuwa,NA,damuwa,sadness,0.184
sarcasm,zagi,NA,zagi,sadness,0.181
strip,tsiri,NA,tsiri,sadness,0.179
sap,sap,raunana,raunana,sadness,0.172
feeling,ji,NA,ji,sadness,0.172
overload,obalodi,lodi fiye da ƙima,lodi fiye da ƙima,sadness,0.172
eschew,kaucewa,NA,kaucewa,sadness,0.172
esteem,daraja,NA,daraja,sadness,0.172
divided,raba,NA,raba,sadness,0.172
memories,abubuwan tunawa,NA,abubuwan tunawa,sadness,0.172
cupping,cupping,ƙaho,ƙaho,sadness,0.172
destination,manufa,NA,manufa,sadness,0.17
nosnow,sani,NA,sani,sadness,0.169
limited,iyakance,NA,iyakance,sadness,0.167
rain,ruwan sama,NA,ruwan sama,sadness,0.163
willful,da gangan,NA,da gangan,sadness,0.16
untitled,ba a sa masa suna,NA,ba a sa masa suna,sadness,0.157
weeds,ciyawa,NA,ciyawa,sadness,0.156
cross,giciye,NA,giciye,sadness,0.156
stint,stint,tsauri,tsauri,sadness,0.156
pare,gaskiya,NA,gaskiya,sadness,0.155
snort,huci,NA,huci,sadness,0.154
inconsequential,maras muhimmanci,NA,maras muhimmanci,sadness,0.152
procession,jerin gwano,NA,jerin gwano,sadness,0.152
tax,haraji,NA,haraji,sadness,0.142
overpriced,tsada,NA,tsada,sadness,0.141
weight,nauyi,NA,nauyi,sadness,0.141
tolerate,yi haƙuri,NA,yi haƙuri,sadness,0.141
emo,emo,kiɗan rock,kiɗan rock,sadness,0.141
touchy,m,mai sa fushi,mai sa fushi,sadness,0.14
kennel,gidan kare,NA,gidan kare,sadness,0.13
grounded,tushe,NA,tushe,sadness,0.13
meek,masu tawali'u,NA,masu tawali'u,sadness,0.125
stillness,kwanciyar hankali,NA,kwanciyar hankali,sadness,0.125
sisterhood,'yar'uwa,NA,'yar'uwa,sadness,0.125
theocratic,tsarin Allah,NA,tsarin Allah,sadness,0.125
socialist,ɗan gurguzu,NA,ɗan gurguzu,sadness,0.125
terrific,m,haifar da ta'addanci,haifar da ta'addanci,sadness,0.125
unpaid,wanda ba a biya ba,NA,wanda ba a biya ba,sadness,0.125
clouds,girgije,NA,girgije,sadness,0.125
margin,gefe,NA,gefe,sadness,0.125
commemorate,tunawa,NA,tunawa,sadness,0.125
late,marigayi,NA,marigayi,sadness,0.125
default,tsoho,NA,tsoho,sadness,0.121
lace,yadin da aka saka,leshi,leshi,sadness,0.118
unpublished,ba a buga ba,NA,ba a buga ba,sadness,0.116
interested,sha'awar,sha'awa,sha'awa,sadness,0.114
fortress,sansanin soja,NA,sansanin soja,sadness,0.11
ultimate,na ƙarshe,NA,na ƙarshe,sadness,0.109
rating,daraja,NA,daraja,sadness,0.109
fleece,ulun,ulu,ulu,sadness,0.109
orchestra,makada,makaɗa,makaɗa,sadness,0.109
